Vecka,År,Region,Antal vaccinerade,Andel vaccinerade,Vaccinationsstatus,,,
08,2021,Jämtland,3784,0.034731,Färdigvaccinerade,,,
08,2021,Västerbotten,15026,0.066152,Minst 1 dos,,,
08,2021,Västerbotten,7674,0.033785,Färdigvaccinerade,,,
08,2021,Norrbotten,16297,0.077190,Minst 1 dos,,,
08,2021,Norrbotten,9007,0.042661,Färdigvaccinerade,,,
09,2021,| Sverige |,713968,0.083588,Minst 1 dos,,,
09,2021,| Sverige |,339458,0.039742,Färdigvaccinerade,,,
09,2021,Stockholm,110208,0.056480,Minst 1 dos,,,
09,2021,Stockholm,52072,0.026686,Färdigvaccinerade,,,
09,2021,Uppsala,25761,0.080657,Minst 1 dos,,,
09,2021,Uppsala,12421,0.038890,Färdigvaccinerade,,,
09,2021,Södermanland,27659,0.112911,Minst 1 dos,,,
09,2021,Södermanland,11670,0.047640,Färdigvaccinerade,,,
09,2021,Östergötland,38144,0.098824,Minst 1 dos,,,
09,2021,Östergötland,16333,0.042316,Färdigvaccinerade,,,
09,2021,Jönköping,30731,0.103070,Minst 1 dos,,,
09,2021,Jönköping,13352,0.044782,Färdigvaccinerade,,,
09,2021,Kronoberg,14441,0.087367,Minst 1 dos,,,
09,2021,Kronoberg,6847,0.041424,Färdigvaccinerade,,,
09,2021,Kalmar,24550,0.119592,Minst 1 dos,,,
09,2021,Kalmar,13262,0.064604,Färdigvaccinerade,,,
09,2021,Gotland,6595,0.129662,Minst 1 dos,,,
09,2021,Gotland,4713,0.092661,Färdigvaccinerade,,,
09,2021,Blekinge,14620,0.110370,Minst 1 dos,,,
09,2021,Blekinge,7360,0.055563,Färdigvaccinerade,,,
09,2021,Skåne,81421,0.071635,Minst 1 dos,,,
09,2021,Skåne,44221,0.038906,Färdigvaccinerade,,,
09,2021,Halland,26302,0.095352,Minst 1 dos,,,
09,2021,Halland,14773,0.053556,Färdigvaccinerade,,,
09,2021,Västra Götaland,118789,0.083149,Minst 1 dos,,,
09,2021,Västra Götaland,51011,0.035706,Färdigvaccinerade,,,
09,2021,Värmland,26197,0.110688,Minst 1 dos,,,
09,2021,Värmland,12752,0.053880,Färdigvaccinerade,,,
09,2021,Örebro,26835,0.106627,Minst 1 dos,,,
09,2021,Örebro,11891,0.047248,Färdigvaccinerade,,,
09,2021,Västmanland,23381,0.102379,Minst 1 dos,,,
09,2021,Västmanland,9989,0.043739,Färdigvaccinerade,,,
09,2021,Dalarna,21161,0.088569,Minst 1 dos,,,
09,2021,Dalarna,10538,0.044107,Färdigvaccinerade,,,
09,2021,Gävleborg,26300,0.109669,Minst 1 dos,,,
09,2021,Gävleborg,12628,0.052658,Färdigvaccinerade,,,
09,2021,Västernorrland,19917,0.097589,Minst 1 dos,,,
09,2021,Västernorrland,9131,0.044740,Färdigvaccinerade,,,
09,2021,Jämtland,12090,0.110965,Minst 1 dos,,,
09,2021,Jämtland,4737,0.043477,Färdigvaccinerade,,,
09,2021,Västerbotten,19579,0.086196,Minst 1 dos,,,
09,2021,Västerbotten,9188,0.040450,Färdigvaccinerade,,,
09,2021,Norrbotten,19287,0.091352,Minst 1 dos,,,
09,2021,Norrbotten,10569,0.050059,Färdigvaccinerade,,,
10,2021,| Sverige |,895993,0.104899,Minst 1 dos,,,
10,2021,| Sverige |,378147,0.044272,Färdigvaccinerade,,,
10,2021,Stockholm,141644,0.072591,Minst 1 dos,,,
10,2021,Stockholm,57239,0.029334,Färdigvaccinerade,,,
10,2021,Uppsala,29363,0.091934,Minst 1 dos,,,
10,2021,Uppsala,15063,0.047162,Färdigvaccinerade,,,
10,2021,Södermanland,34167,0.139479,Minst 1 dos,,,
10,2021,Södermanland,13533,0.055245,Färdigvaccinerade,,,
10,2021,Östergötland,46037,0.119274,Minst 1 dos,,,
10,2021,Östergötland,19201,0.049746,Färdigvaccinerade,,,
10,2021,Jönköping,37479,0.125702,Minst 1 dos,,,
10,2021,Jönköping,15279,0.051245,Färdigvaccinerade,,,
10,2021,Kronoberg,16936,0.102462,Minst 1 dos,,,
10,2021,Kronoberg,7872,0.047625,Färdigvaccinerade,,,
10,2021,Kalmar,30002,0.146151,Minst 1 dos,,,
10,2021,Kalmar,13904,0.067732,Färdigvaccinerade,,,
10,2021,Gotland,8635,0.169770,Minst 1 dos,,,
10,2021,Gotland,4938,0.097084,Färdigvaccinerade,,,
10,2021,Blekinge,17801,0.134385,Minst 1 dos,,,
10,2021,Blekinge,8832,0.066675,Färdigvaccinerade,,,
10,2021,Skåne,106203,0.093439,Minst 1 dos,,,
10,2021,Skåne,47553,0.041838,Färdigvaccinerade,,,
10,2021,Halland,32553,0.118014,Minst 1 dos,,,
10,2021,Halland,16568,0.060064,Färdigvaccinerade,,,
10,2021,Västra Götaland,151964,0.106371,Minst 1 dos,,,
10,2021,Västra Götaland,55419,0.038792,Färdigvaccinerade,,,
10,2021,Värmland,31798,0.134353,Minst 1 dos,,,
10,2021,Värmland,13890,0.058688,Färdigvaccinerade,,,
10,2021,Örebro,32277,0.128251,Minst 1 dos,,,
10,2021,Örebro,13890,0.055191,Färdigvaccinerade,,,
10,2021,Västmanland,28524,0.124898,Minst 1 dos,,,
10,2021,Västmanland,11556,0.050600,Färdigvaccinerade,,,
10,2021,Dalarna,27256,0.114080,Minst 1 dos,,,
10,2021,Dalarna,11527,0.048246,Färdigvaccinerade,,,
10,2021,Gävleborg,31299,0.130515,Minst 1 dos,,,
10,2021,Gävleborg,14278,0.059538,Färdigvaccinerade,,,
10,2021,Västernorrland,26194,0.128345,Minst 1 dos,,,
10,2021,Västernorrland,9724,0.047645,Färdigvaccinerade,,,
10,2021,Jämtland,14817,0.135994,Minst 1 dos,,,
10,2021,Jämtland,5765,0.052913,Färdigvaccinerade,,,
10,2021,Västerbotten,26175,0.115235,Minst 1 dos,,,
10,2021,Västerbotten,10423,0.045887,Färdigvaccinerade,,,
10,2021,Norrbotten,24869,0.117791,Minst 1 dos,,,
10,2021,Norrbotten,11693,0.055383,Färdigvaccinerade,,,
11,2021,| Sverige |,1014199,0.118738,Minst 1 dos,,,
11,2021,| Sverige |,432741,0.050663,Färdigvaccinerade,,,
11,2021,Stockholm,164466,0.084287,Minst 1 dos,,,
11,2021,Stockholm,71585,0.036686,Färdigvaccinerade,,,
11,2021,Uppsala,33262,0.104142,Minst 1 dos,,,
11,2021,Uppsala,17314,0.054209,Färdigvaccinerade,,,
11,2021,Södermanland,39636,0.161805,Minst 1 dos,,,
11,2021,Södermanland,15286,0.062402,Färdigvaccinerade,,,
11,2021,Östergötland,53022,0.137371,Minst 1 dos,,,
11,2021,Östergötland,22559,0.058446,Färdigvaccinerade,,,
11,2021,Jönköping,40676,0.136425,Minst 1 dos,,,
11,2021,Jönköping,18568,0.062276,Färdigvaccinerade,,,
11,2021,Kronoberg,19302,0.116776,Minst 1 dos,,,
11,2021,Kronoberg,8676,0.052489,Färdigvaccinerade,,,
11,2021,Kalmar,32986,0.160687,Minst 1 dos,,,
11,2021,Kalmar,15135,0.073728,Färdigvaccinerade,,,
11,2021,Gotland,10047,0.197531,Minst 1 dos,,,
11,2021,Gotland,5207,0.102373,Färdigvaccinerade,,,
11,2021,Blekinge,18968,0.143195,Minst 1 dos,,,
11,2021,Blekinge,10252,0.077395,Färdigvaccinerade,,,
11,2021,Skåne,123910,0.109018,Minst 1 dos,,,
11,2021,Skåne,50644,0.044557,Färdigvaccinerade,,,
11,2021,Halland,36379,0.131884,Minst 1 dos,,,
11,2021,Halland,19128,0.069345,Färdigvaccinerade,,,
11,2021,Västra Götaland,169062,0.118339,Minst 1 dos,,,
11,2021,Västra Götaland,61620,0.043132,Färdigvaccinerade,,,
11,2021,Värmland,35970,0.151981,Minst 1 dos,,,
11,2021,Värmland,15785,0.066695,Färdigvaccinerade,,,
11,2021,Örebro,34929,0.138788,Minst 1 dos,,,
11,2021,Örebro,15284,0.060730,Färdigvaccinerade,,,
11,2021,Västmanland,32757,0.143433,Minst 1 dos,,,
11,2021,Västmanland,13390,0.058631,Färdigvaccinerade,,,
11,2021,Dalarna,30850,0.129123,Minst 1 dos,,,
11,2021,Dalarna,13596,0.056906,Färdigvaccinerade,,,
11,2021,Gävleborg,35991,0.150080,Minst 1 dos,,,
11,2021,Gävleborg,16453,0.068608,Färdigvaccinerade,,,
11,2021,Västernorrland,29436,0.144230,Minst 1 dos,,,
11,2021,Västernorrland,11562,0.056651,Färdigvaccinerade,,,
11,2021,Jämtland,16637,0.152699,Minst 1 dos,,,
11,2021,Jämtland,7076,0.064945,Färdigvaccinerade,,,
11,2021,Västerbotten,29895,0.131612,Minst 1 dos,,,
11,2021,Västerbotten,10871,0.047859,Färdigvaccinerade,,,
11,2021,Norrbotten,26018,0.123233,Minst 1 dos,,,
11,2021,Norrbotten,12750,0.060390,Färdigvaccinerade,,,
12,2021,| Sverige |,1143380,0.133862,Minst 1 dos,,,
12,2021,| Sverige |,500493,0.058595,Färdigvaccinerade,,,
12,2021,Stockholm,190930,0.097849,Minst 1 dos,,,
12,2021,Stockholm,84249,0.043177,Färdigvaccinerade,,,
12,2021,Uppsala,37602,0.117730,Minst 1 dos,,,
12,2021,Uppsala,19482,0.060997,Färdigvaccinerade,,,
12,2021,Södermanland,43358,0.176999,Minst 1 dos,,,
12,2021,Södermanland,19223,0.078473,Färdigvaccinerade,,,
12,2021,Östergötland,59933,0.155276,Minst 1 dos,,,
12,2021,Östergötland,26331,0.068219,Färdigvaccinerade,,,
12,2021,Jönköping,43068,0.144447,Minst 1 dos,,,
12,2021,Jönköping,22260,0.074659,Färdigvaccinerade,,,
12,2021,Kronoberg,22297,0.134895,Minst 1 dos,,,
12,2021,Kronoberg,10377,0.062780,Färdigvaccinerade,,,
12,2021,Kalmar,38195,0.186062,Minst 1 dos,,,
12,2021,Kalmar,15884,0.077377,Färdigvaccinerade,,,
12,2021,Gotland,10440,0.205257,Minst 1 dos,,,
12,2021,Gotland,5281,0.103828,Färdigvaccinerade,,,
12,2021,Blekinge,20340,0.153552,Minst 1 dos,,,
12,2021,Blekinge,11309,0.085375,Färdigvaccinerade,,,
12,2021,Skåne,141632,0.124610,Minst 1 dos,,,
12,2021,Skåne,56664,0.049854,Färdigvaccinerade,,,
12,2021,Halland,43441,0.157486,Minst 1 dos,,,
12,2021,Halland,20656,0.074884,Färdigvaccinerade,,,
12,2021,Västra Götaland,189060,0.132337,Minst 1 dos,,,
12,2021,Västra Götaland,71068,0.049746,Färdigvaccinerade,,,
12,2021,Värmland,41008,0.173267,Minst 1 dos,,,
12,2021,Värmland,18605,0.078610,Färdigvaccinerade,,,
12,2021,Örebro,39031,0.155087,Minst 1 dos,,,
12,2021,Örebro,17576,0.069837,Färdigvaccinerade,,,
12,2021,Västmanland,36027,0.157752,Minst 1 dos,,,
12,2021,Västmanland,16364,0.071653,Färdigvaccinerade,,,
12,2021,Dalarna,34414,0.144040,Minst 1 dos,,,
12,2021,Dalarna,15705,0.065733,Färdigvaccinerade,,,
12,2021,Gävleborg,41435,0.172781,Minst 1 dos,,,
12,2021,Gävleborg,19300,0.080480,Färdigvaccinerade,,,
12,2021,Västernorrland,30271,0.148321,Minst 1 dos,,,
12,2021,Västernorrland,14234,0.069743,Färdigvaccinerade,,,
12,2021,Jämtland,18041,0.165585,Minst 1 dos,,,
12,2021,Jämtland,8396,0.077061,Färdigvaccinerade,,,
12,2021,Västerbotten,32782,0.144322,Minst 1 dos,,,
12,2021,Västerbotten,13963,0.061472,Färdigvaccinerade,,,
12,2021,Norrbotten,30075,0.142448,Minst 1 dos,,,
12,2021,Norrbotten,13566,0.064255,Färdigvaccinerade,,,
13,2021,| Sverige |,1340099,0.156893,Minst 1 dos,,,
13,2021,| Sverige |,568044,0.066504,Färdigvaccinerade,,,
13,2021,Stockholm,239252,0.122614,Minst 1 dos,,,
13,2021,Stockholm,99666,0.051078,Färdigvaccinerade,,,
13,2021,Uppsala,41253,0.129161,Minst 1 dos,,,
13,2021,Uppsala,20440,0.063997,Färdigvaccinerade,,,
13,2021,Södermanland,48339,0.197333,Minst 1 dos,,,
13,2021,Södermanland,21674,0.088479,Färdigvaccinerade,,,
13,2021,Östergötland,68723,0.178049,Minst 1 dos,,,
13,2021,Östergötland,27311,0.070758,Färdigvaccinerade,,,
13,2021,Jönköping,52535,0.176199,Minst 1 dos,,,
13,2021,Jönköping,23436,0.078603,Färdigvaccinerade,,,
13,2021,Kronoberg,25893,0.156651,Minst 1 dos,,,
13,2021,Kronoberg,11091,0.067100,Färdigvaccinerade,,,
13,2021,Kalmar,42991,0.209425,Minst 1 dos,,,
13,2021,Kalmar,17456,0.085035,Färdigvaccinerade,,,
13,2021,Gotland,10902,0.214340,Minst 1 dos,,,
13,2021,Gotland,5310,0.104398,Färdigvaccinerade,,,
13,2021,Blekinge,23247,0.175498,Minst 1 dos,,,
13,2021,Blekinge,12303,0.092879,Färdigvaccinerade,,,
13,2021,Skåne,163107,0.143504,Minst 1 dos,,,
13,2021,Skåne,64973,0.057164,Färdigvaccinerade,,,
13,2021,Halland,47999,0.174010,Minst 1 dos,,,
13,2021,Halland,23855,0.086481,Färdigvaccinerade,,,
13,2021,Västra Götaland,214238,0.149961,Minst 1 dos,,,
13,2021,Västra Götaland,84880,0.059414,Färdigvaccinerade,,,
13,2021,Värmland,51543,0.217780,Minst 1 dos,,,
13,2021,Värmland,21267,0.089857,Färdigvaccinerade,,,
13,2021,Örebro,46627,0.185270,Minst 1 dos,,,
13,2021,Örebro,20202,0.080271,Färdigvaccinerade,,,
13,2021,Västmanland,42012,0.183958,Minst 1 dos,,,
13,2021,Västmanland,19658,0.086077,Färdigvaccinerade,,,
13,2021,Dalarna,43464,0.181919,Minst 1 dos,,,
13,2021,Dalarna,15998,0.066960,Färdigvaccinerade,,,
13,2021,Gävleborg,48268,0.201274,Minst 1 dos,,,
13,2021,Gävleborg,21826,0.091013,Färdigvaccinerade,,,
13,2021,Västernorrland,33394,0.163623,Minst 1 dos,,,
13,2021,Västernorrland,17488,0.085687,Färdigvaccinerade,,,
13,2021,Jämtland,21200,0.194579,Minst 1 dos,,,
13,2021,Jämtland,8443,0.077492,Färdigvaccinerade,,,
13,2021,Västerbotten,38436,0.169213,Minst 1 dos,,,
13,2021,Västerbotten,14339,0.063127,Färdigvaccinerade,,,
13,2021,Norrbotten,36676,0.173714,Minst 1 dos,,,
13,2021,Norrbotten,16428,0.077810,Färdigvaccinerade,,,
14,2021,| Sverige |,1591533,0.186330,Minst 1 dos,,,
14,2021,| Sverige |,660999,0.077387,Färdigvaccinerade,,,
14,2021,Stockholm,283807,0.145448,Minst 1 dos,,,
14,2021,Stockholm,119357,0.061169,Färdigvaccinerade,,,
14,2021,Uppsala,51906,0.162516,Minst 1 dos,,,
14,2021,Uppsala,21021,0.065816,Färdigvaccinerade,,,
14,2021,Södermanland,58414,0.238461,Minst 1 dos,,,
14,2021,Södermanland,24795,0.101220,Färdigvaccinerade,,,
14,2021,Östergötland,84229,0.218222,Minst 1 dos,,,
14,2021,Östergötland,29012,0.075165,Färdigvaccinerade,,,
14,2021,Jönköping,67530,0.226491,Minst 1 dos,,,
14,2021,Jönköping,23943,0.080303,Färdigvaccinerade,,,
14,2021,Kronoberg,32400,0.196018,Minst 1 dos,,,
14,2021,Kronoberg,12870,0.077863,Färdigvaccinerade,,,
14,2021,Kalmar,49587,0.241557,Minst 1 dos,,,
14,2021,Kalmar,21456,0.104520,Färdigvaccinerade,,,
14,2021,Gotland,13238,0.260268,Minst 1 dos,,,
14,2021,Gotland,5389,0.105951,Färdigvaccinerade,,,
14,2021,Blekinge,28021,0.211538,Minst 1 dos,,,
14,2021,Blekinge,13310,0.100481,Färdigvaccinerade,,,
14,2021,Skåne,190133,0.167282,Minst 1 dos,,,
14,2021,Skåne,79670,0.070095,Färdigvaccinerade,,,
14,2021,Halland,58091,0.210597,Minst 1 dos,,,
14,2021,Halland,27474,0.099601,Färdigvaccinerade,,,
14,2021,Västra Götaland,244265,0.170979,Minst 1 dos,,,
14,2021,Västra Götaland,106534,0.074571,Färdigvaccinerade,,,
14,2021,Värmland,63241,0.267206,Minst 1 dos,,,
14,2021,Värmland,24603,0.103953,Färdigvaccinerade,,,
14,2021,Örebro,54735,0.217486,Minst 1 dos,,,
14,2021,Örebro,22657,0.090026,Färdigvaccinerade,,,
14,2021,Västmanland,45406,0.198820,Minst 1 dos,,,
14,2021,Västmanland,23159,0.101406,Färdigvaccinerade,,,
14,2021,Dalarna,56197,0.235213,Minst 1 dos,,,
14,2021,Dalarna,16191,0.067767,Färdigvaccinerade,,,
14,2021,Gävleborg,56133,0.234071,Minst 1 dos,,,
14,2021,Gävleborg,25753,0.107388,Färdigvaccinerade,,,
14,2021,Västernorrland,41379,0.202748,Minst 1 dos,,,
14,2021,Västernorrland,20063,0.098304,Färdigvaccinerade,,,
14,2021,Jämtland,24505,0.224913,Minst 1 dos,,,
14,2021,Jämtland,8620,0.079117,Färdigvaccinerade,,,
14,2021,Västerbotten,43841,0.193009,Minst 1 dos,,,
14,2021,Västerbotten,18200,0.080125,Färdigvaccinerade,,,
14,2021,Norrbotten,44475,0.210653,Minst 1 dos,,,
14,2021,Norrbotten,16922,0.080150,Färdigvaccinerade,,,
15,2021,| Sverige |,2000091,0.234162,Minst 1 dos,,,
15,2021,| Sverige |,725226,0.084906,Färdigvaccinerade,,,
15,2021,Stockholm,357050,0.182984,Minst 1 dos,,,
15,2021,Stockholm,127502,0.065343,Färdigvaccinerade,,,
15,2021,Uppsala,63545,0.198957,Minst 1 dos,,,
15,2021,Uppsala,24282,0.076026,Färdigvaccinerade,,,
15,2021,Södermanland,69431,0.283436,Minst 1 dos,,,
15,2021,Södermanland,26383,0.107702,Färdigvaccinerade,,,
15,2021,Östergötland,106166,0.275057,Minst 1 dos,,,
15,2021,Östergötland,31439,0.081453,Färdigvaccinerade,,,
15,2021,Jönköping,83048,0.278538,Minst 1 dos,,,
15,2021,Jönköping,25194,0.084499,Färdigvaccinerade,,,
15,2021,Kronoberg,43691,0.264328,Minst 1 dos,,,
15,2021,Kronoberg,13606,0.082315,Färdigvaccinerade,,,
15,2021,Kalmar,62986,0.306828,Minst 1 dos,,,
15,2021,Kalmar,24314,0.118443,Färdigvaccinerade,,,
15,2021,Gotland,15453,0.303816,Minst 1 dos,,,
15,2021,Gotland,5454,0.107229,Färdigvaccinerade,,,
15,2021,Blekinge,35144,0.265312,Minst 1 dos,,,
15,2021,Blekinge,13468,0.101674,Färdigvaccinerade,,,
15,2021,Skåne,237788,0.209209,Minst 1 dos,,,
15,2021,Skåne,95578,0.084091,Färdigvaccinerade,,,
15,2021,Halland,72741,0.263707,Minst 1 dos,,,
15,2021,Halland,27893,0.101120,Färdigvaccinerade,,,
15,2021,Västra Götaland,305609,0.213918,Minst 1 dos,,,
15,2021,Västra Götaland,121669,0.085165,Färdigvaccinerade,,,
15,2021,Värmland,78139,0.330153,Minst 1 dos,,,
15,2021,Värmland,24989,0.105584,Färdigvaccinerade,,,
15,2021,Örebro,64886,0.257821,Minst 1 dos,,,
15,2021,Örebro,24838,0.098692,Färdigvaccinerade,,,
15,2021,Västmanland,60580,0.265262,Minst 1 dos,,,
15,2021,Västmanland,23537,0.103062,Färdigvaccinerade,,,
15,2021,Dalarna,72363,0.302875,Minst 1 dos,,,
15,2021,Dalarna,16478,0.068969,Färdigvaccinerade,,,
15,2021,Gävleborg,68694,0.286449,Minst 1 dos,,,
15,2021,Gävleborg,29245,0.121950,Färdigvaccinerade,,,
15,2021,Västernorrland,57086,0.279709,Minst 1 dos,,,
15,2021,Västernorrland,21020,0.102993,Färdigvaccinerade,,,
15,2021,Jämtland,32017,0.293861,Minst 1 dos,,,
15,2021,Jämtland,8757,0.080374,Färdigvaccinerade,,,
15,2021,Västerbotten,55729,0.245345,Minst 1 dos,,,
15,2021,Västerbotten,21797,0.095961,Färdigvaccinerade,,,
15,2021,Norrbotten,57945,0.274453,Minst 1 dos,,,
15,2021,Norrbotten,17783,0.084228,Färdigvaccinerade,,,
16,2021,| Sverige |,2402612,0.281287,Minst 1 dos,,,
16,2021,| Sverige |,761972,0.089208,Färdigvaccinerade,,,
16,2021,Stockholm,434546,0.222700,Minst 1 dos,,,
16,2021,Stockholm,132641,0.067977,Färdigvaccinerade,,,
16,2021,Uppsala,74649,0.233723,Minst 1 dos,,,
16,2021,Uppsala,28233,0.088396,Färdigvaccinerade,,,
16,2021,Södermanland,79859,0.326006,Minst 1 dos,,,
16,2021,Södermanland,27358,0.111683,Färdigvaccinerade,,,
16,2021,Östergötland,124281,0.321990,Minst 1 dos,,,
16,2021,Östergötland,34907,0.090438,Färdigvaccinerade,,,
16,2021,Jönköping,94026,0.315357,Minst 1 dos,,,
16,2021,Jönköping,27781,0.093176,Färdigvaccinerade,,,
16,2021,Kronoberg,51370,0.310785,Minst 1 dos,,,
16,2021,Kronoberg,13948,0.084385,Färdigvaccinerade,,,
16,2021,Kalmar,77267,0.376396,Minst 1 dos,,,
16,2021,Kalmar,24759,0.120610,Färdigvaccinerade,,,
16,2021,Gotland,16710,0.328530,Minst 1 dos,,,
16,2021,Gotland,6806,0.133810,Färdigvaccinerade,,,
16,2021,Blekinge,42037,0.317349,Minst 1 dos,,,
16,2021,Blekinge,13672,0.103214,Färdigvaccinerade,,,
16,2021,Skåne,297183,0.261466,Minst 1 dos,,,
16,2021,Skåne,98209,0.086406,Färdigvaccinerade,,,
16,2021,Halland,85753,0.310879,Minst 1 dos,,,
16,2021,Halland,28087,0.101824,Färdigvaccinerade,,,
16,2021,Västra Götaland,373933,0.261743,Minst 1 dos,,,
16,2021,Västra Götaland,124633,0.087240,Färdigvaccinerade,,,
16,2021,Värmland,90185,0.381050,Minst 1 dos,,,
16,2021,Värmland,25118,0.106129,Färdigvaccinerade,,,
16,2021,Örebro,77645,0.308518,Minst 1 dos,,,
16,2021,Örebro,28093,0.111626,Färdigvaccinerade,,,
16,2021,Västmanland,73406,0.321423,Minst 1 dos,,,
16,2021,Västmanland,23938,0.104817,Färdigvaccinerade,,,
16,2021,Dalarna,85099,0.356182,Minst 1 dos,,,
16,2021,Dalarna,18947,0.079303,Färdigvaccinerade,,,
16,2021,Gävleborg,80112,0.334062,Minst 1 dos,,,
16,2021,Gävleborg,32165,0.134126,Färdigvaccinerade,,,
16,2021,Västernorrland,69286,0.339486,Minst 1 dos,,,
16,2021,Västernorrland,21256,0.104150,Färdigvaccinerade,,,
16,2021,Jämtland,36282,0.333006,Minst 1 dos,,,
16,2021,Jämtland,10712,0.098318,Färdigvaccinerade,,,
16,2021,Västerbotten,67420,0.296815,Minst 1 dos,,,
16,2021,Västerbotten,22807,0.100407,Färdigvaccinerade,,,
16,2021,Norrbotten,71563,0.338954,Minst 1 dos,,,
16,2021,Norrbotten,17902,0.084792,Färdigvaccinerade,,,
17,2021,| Sverige |,2774132,0.324783,Minst 1 dos,,,
17,2021,| Sverige |,788666,0.092333,Färdigvaccinerade,,,
17,2021,Stockholm,514138,0.263489,Minst 1 dos,,,
17,2021,Stockholm,135576,0.069481,Färdigvaccinerade,,,
17,2021,Uppsala,92645,0.290068,Minst 1 dos,,,
17,2021,Uppsala,28531,0.089329,Färdigvaccinerade,,,
17,2021,Södermanland,93304,0.380892,Minst 1 dos,,,
17,2021,Södermanland,30366,0.123962,Färdigvaccinerade,,,
17,2021,Östergötland,142132,0.368239,Minst 1 dos,,,
17,2021,Östergötland,39105,0.101314,Färdigvaccinerade,,,
17,2021,Jönköping,107285,0.359827,Minst 1 dos,,,
17,2021,Jönköping,30539,0.102426,Färdigvaccinerade,,,
17,2021,Kronoberg,57333,0.346861,Minst 1 dos,,,
17,2021,Kronoberg,14213,0.085988,Färdigvaccinerade,,,
17,2021,Kalmar,88051,0.428929,Minst 1 dos,,,
17,2021,Kalmar,25076,0.122155,Färdigvaccinerade,,,
17,2021,Gotland,17870,0.351336,Minst 1 dos,,,
17,2021,Gotland,7974,0.156774,Färdigvaccinerade,,,
17,2021,Blekinge,46957,0.354491,Minst 1 dos,,,
17,2021,Blekinge,13782,0.104044,Färdigvaccinerade,,,
17,2021,Skåne,343357,0.302091,Minst 1 dos,,,
17,2021,Skåne,98968,0.087073,Färdigvaccinerade,,,
17,2021,Halland,94780,0.343605,Minst 1 dos,,,
17,2021,Halland,28213,0.102280,Färdigvaccinerade,,,
17,2021,Västra Götaland,436619,0.305621,Minst 1 dos,,,
17,2021,Västra Götaland,126376,0.088460,Färdigvaccinerade,,,
17,2021,Värmland,101489,0.428812,Minst 1 dos,,,
17,2021,Värmland,25427,0.107434,Färdigvaccinerade,,,
17,2021,Örebro,86086,0.342058,Minst 1 dos,,,
17,2021,Örebro,30603,0.121599,Färdigvaccinerade,,,
17,2021,Västmanland,84308,0.369160,Minst 1 dos,,,
17,2021,Västmanland,24046,0.105290,Färdigvaccinerade,,,
17,2021,Dalarna,95060,0.397874,Minst 1 dos,,,
17,2021,Dalarna,22062,0.092341,Färdigvaccinerade,,,
17,2021,Gävleborg,93325,0.389159,Minst 1 dos,,,
17,2021,Gävleborg,32812,0.136824,Färdigvaccinerade,,,
17,2021,Västernorrland,78833,0.386264,Minst 1 dos,,,
17,2021,Västernorrland,21449,0.105095,Färdigvaccinerade,,,
17,2021,Jämtland,40635,0.372959,Minst 1 dos,,,
17,2021,Jämtland,12152,0.111534,Färdigvaccinerade,,,
17,2021,Västerbotten,78344,0.344907,Minst 1 dos,,,
17,2021,Västerbotten,23286,0.102516,Färdigvaccinerade,,,
17,2021,Norrbotten,81581,0.386404,Minst 1 dos,,,
17,2021,Norrbotten,18110,0.085777,Färdigvaccinerade,,,
18,2021,| Sverige |,3116956,0.364919,Minst 1 dos,,,
18,2021,| Sverige |,902869,0.105704,Färdigvaccinerade,,,
18,2021,Stockholm,594989,0.304925,Minst 1 dos,,,
18,2021,Stockholm,156644,0.080278,Färdigvaccinerade,,,
18,2021,Uppsala,107204,0.335651,Minst 1 dos,,,
18,2021,Uppsala,29010,0.090829,Färdigvaccinerade,,,
18,2021,Södermanland,99871,0.407700,Minst 1 dos,,,
18,2021,Södermanland,32874,0.134200,Färdigvaccinerade,,,
18,2021,Östergötland,157207,0.407295,Minst 1 dos,,,
18,2021,Östergötland,46798,0.121245,Färdigvaccinerade,,,
18,2021,Jönköping,116970,0.392310,Minst 1 dos,,,
18,2021,Jönköping,33534,0.112471,Färdigvaccinerade,,,
18,2021,Kronoberg,62716,0.379428,Minst 1 dos,,,
18,2021,Kronoberg,17244,0.104325,Färdigvaccinerade,,,
18,2021,Kalmar,96455,0.469868,Minst 1 dos,,,
18,2021,Kalmar,30101,0.146633,Färdigvaccinerade,,,
18,2021,Gotland,19540,0.384169,Minst 1 dos,,,
18,2021,Gotland,8534,0.167784,Färdigvaccinerade,,,
18,2021,Blekinge,51733,0.390547,Minst 1 dos,,,
18,2021,Blekinge,14844,0.112061,Färdigvaccinerade,,,
18,2021,Skåne,386019,0.339625,Minst 1 dos,,,
18,2021,Skåne,115480,0.101601,Färdigvaccinerade,,,
18,2021,Halland,102741,0.372466,Minst 1 dos,,,
18,2021,Halland,35250,0.127791,Färdigvaccinerade,,,
18,2021,Västra Götaland,495839,0.347074,Minst 1 dos,,,
18,2021,Västra Götaland,143660,0.100558,Färdigvaccinerade,,,
18,2021,Värmland,109603,0.463095,Minst 1 dos,,,
18,2021,Värmland,30340,0.128193,Färdigvaccinerade,,,
18,2021,Örebro,98096,0.389779,Minst 1 dos,,,
18,2021,Örebro,33397,0.132701,Färdigvaccinerade,,,
18,2021,Västmanland,95769,0.419344,Minst 1 dos,,,
18,2021,Västmanland,27529,0.120541,Färdigvaccinerade,,,
18,2021,Dalarna,105449,0.441357,Minst 1 dos,,,
