Vecka,År,Region,Antal vaccinerade,Andel vaccinerade,Vaccinationsstatus,,,
06,2021,Jönköping,15511,0.052023,Minst 1 dos,,,
06,2021,Jönköping,9145,0.030672,Färdigvaccinerade,,,
06,2021,Kronoberg,7468,0.045181,Minst 1 dos,,,
06,2021,Kronoberg,3904,0.023619,Färdigvaccinerade,,,
06,2021,Kalmar,14724,0.071726,Minst 1 dos,,,
06,2021,Kalmar,5053,0.024615,Färdigvaccinerade,,,
06,2021,Gotland,5173,0.101705,Minst 1 dos,,,
06,2021,Gotland,1348,0.026503,Färdigvaccinerade,,,
06,2021,Blekinge,8312,0.062750,Minst 1 dos,,,
06,2021,Blekinge,3852,0.029080,Färdigvaccinerade,,,
06,2021,Skåne,49170,0.043260,Minst 1 dos,,,
06,2021,Skåne,14305,0.012586,Färdigvaccinerade,,,
06,2021,Halland,16113,0.058414,Minst 1 dos,,,
06,2021,Halland,6161,0.022335,Färdigvaccinerade,,,
06,2021,Västra Götaland,65306,0.045712,Minst 1 dos,,,
06,2021,Västra Götaland,16607,0.011624,Färdigvaccinerade,,,
06,2021,Värmland,14125,0.059681,Minst 1 dos,,,
06,2021,Värmland,4679,0.019770,Färdigvaccinerade,,,
06,2021,Örebro,14788,0.058759,Minst 1 dos,,,
06,2021,Örebro,5968,0.023713,Färdigvaccinerade,,,
06,2021,Västmanland,11693,0.051200,Minst 1 dos,,,
06,2021,Västmanland,7051,0.030874,Färdigvaccinerade,,,
06,2021,Dalarna,11245,0.047066,Minst 1 dos,,,
06,2021,Dalarna,9276,0.038825,Färdigvaccinerade,,,
06,2021,Gävleborg,14919,0.062211,Minst 1 dos,,,
06,2021,Gävleborg,6174,0.025745,Färdigvaccinerade,,,
06,2021,Västernorrland,10036,0.049174,Minst 1 dos,,,
06,2021,Västernorrland,4878,0.023901,Färdigvaccinerade,,,
06,2021,Jämtland,5007,0.045956,Minst 1 dos,,,
06,2021,Jämtland,3217,0.029526,Färdigvaccinerade,,,
06,2021,Västerbotten,10979,0.048335,Minst 1 dos,,,
06,2021,Västerbotten,3340,0.014704,Färdigvaccinerade,,,
06,2021,Norrbotten,11833,0.056046,Minst 1 dos,,,
06,2021,Norrbotten,6233,0.029522,Färdigvaccinerade,,,
07,2021,| Sverige |,460952,0.053966,Minst 1 dos,,,
07,2021,| Sverige |,247567,0.028984,Färdigvaccinerade,,,
07,2021,Stockholm,65842,0.033743,Minst 1 dos,,,
07,2021,Stockholm,38034,0.019492,Färdigvaccinerade,,,
07,2021,Uppsala,17593,0.055083,Minst 1 dos,,,
07,2021,Uppsala,8013,0.025088,Färdigvaccinerade,,,
07,2021,Södermanland,16230,0.066255,Minst 1 dos,,,
07,2021,Södermanland,10995,0.044885,Färdigvaccinerade,,,
07,2021,Östergötland,23618,0.061190,Minst 1 dos,,,
07,2021,Östergötland,13224,0.034261,Färdigvaccinerade,,,
07,2021,Jönköping,18735,0.062836,Minst 1 dos,,,
07,2021,Jönköping,12191,0.040888,Färdigvaccinerade,,,
07,2021,Kronoberg,9310,0.056325,Minst 1 dos,,,
07,2021,Kronoberg,5044,0.030516,Färdigvaccinerade,,,
07,2021,Kalmar,16855,0.082107,Minst 1 dos,,,
07,2021,Kalmar,7965,0.038800,Färdigvaccinerade,,,
07,2021,Gotland,5390,0.105971,Minst 1 dos,,,
07,2021,Gotland,2379,0.046773,Färdigvaccinerade,,,
07,2021,Blekinge,10759,0.081223,Minst 1 dos,,,
07,2021,Blekinge,5127,0.038705,Färdigvaccinerade,,,
07,2021,Skåne,55793,0.049088,Minst 1 dos,,,
07,2021,Skåne,28051,0.024680,Färdigvaccinerade,,,
07,2021,Halland,19516,0.070751,Minst 1 dos,,,
07,2021,Halland,9596,0.034788,Färdigvaccinerade,,,
07,2021,Västra Götaland,75977,0.053182,Minst 1 dos,,,
07,2021,Västra Götaland,37733,0.026412,Färdigvaccinerade,,,
07,2021,Värmland,16991,0.071790,Minst 1 dos,,,
07,2021,Värmland,7593,0.032082,Färdigvaccinerade,,,
07,2021,Örebro,17237,0.068490,Minst 1 dos,,,
07,2021,Örebro,9570,0.038026,Färdigvaccinerade,,,
07,2021,Västmanland,14425,0.063163,Minst 1 dos,,,
07,2021,Västmanland,9324,0.040827,Färdigvaccinerade,,,
07,2021,Dalarna,14152,0.059233,Minst 1 dos,,,
07,2021,Dalarna,9906,0.041462,Färdigvaccinerade,,,
07,2021,Gävleborg,18400,0.076727,Minst 1 dos,,,
07,2021,Gävleborg,8470,0.035319,Färdigvaccinerade,,,
07,2021,Västernorrland,11351,0.055617,Minst 1 dos,,,
07,2021,Västernorrland,6797,0.033304,Färdigvaccinerade,,,
07,2021,Jämtland,7026,0.064487,Minst 1 dos,,,
07,2021,Jämtland,3588,0.032932,Färdigvaccinerade,,,
07,2021,Västerbotten,12086,0.053208,Minst 1 dos,,,
07,2021,Västerbotten,5413,0.023831,Färdigvaccinerade,,,
07,2021,Norrbotten,13666,0.064728,Minst 1 dos,,,
07,2021,Norrbotten,8554,0.040516,Färdigvaccinerade,,,
08,2021,| Sverige |,562565,0.065863,Minst 1 dos,,,
08,2021,| Sverige |,301846,0.035339,Färdigvaccinerade,,,
08,2021,Stockholm,84874,0.043497,Minst 1 dos,,,
08,2021,Stockholm,47064,0.024120,Färdigvaccinerade,,,
08,2021,Uppsala,20458,0.064053,Minst 1 dos,,,
08,2021,Uppsala,10063,0.031507,Färdigvaccinerade,,,
08,2021,Södermanland,21094,0.086111,Minst 1 dos,,,
08,2021,Södermanland,11356,0.046358,Färdigvaccinerade,,,
08,2021,Östergötland,29361,0.076069,Minst 1 dos,,,
08,2021,Östergötland,15597,0.040409,Färdigvaccinerade,,,
08,2021,Jönköping,24837,0.083302,Minst 1 dos,,,
08,2021,Jönköping,12845,0.043081,Färdigvaccinerade,,,
08,2021,Kronoberg,10854,0.065666,Minst 1 dos,,,
08,2021,Kronoberg,6186,0.037425,Färdigvaccinerade,,,
08,2021,Kalmar,19245,0.093750,Minst 1 dos,,,
08,2021,Kalmar,11093,0.054038,Färdigvaccinerade,,,
08,2021,Gotland,5853,0.115074,Minst 1 dos,,,
08,2021,Gotland,4397,0.086448,Färdigvaccinerade,,,
08,2021,Blekinge,12290,0.092781,Minst 1 dos,,,
08,2021,Blekinge,6356,0.047983,Färdigvaccinerade,,,
08,2021,Skåne,65463,0.057595,Minst 1 dos,,,
08,2021,Skåne,37551,0.033038,Färdigvaccinerade,,,
08,2021,Halland,22236,0.080612,Minst 1 dos,,,
08,2021,Halland,12008,0.043532,Färdigvaccinerade,,,
08,2021,Västra Götaland,90431,0.063299,Minst 1 dos,,,
08,2021,Västra Götaland,46209,0.032345,Färdigvaccinerade,,,
08,2021,Värmland,20049,0.084711,Minst 1 dos,,,
08,2021,Värmland,11048,0.046680,Färdigvaccinerade,,,
08,2021,Örebro,22057,0.087642,Minst 1 dos,,,
08,2021,Örebro,10422,0.041411,Färdigvaccinerade,,,
08,2021,Västmanland,17772,0.077818,Minst 1 dos,,,
08,2021,Västmanland,9613,0.042092,Färdigvaccinerade,,,
08,2021,Dalarna,17959,0.075167,Minst 1 dos,,,
08,2021,Dalarna,10059,0.042102,Färdigvaccinerade,,,
08,2021,Gävleborg,22396,0.093390,Minst 1 dos,,,
08,2021,Gävleborg,10967,0.045732,Färdigvaccinerade,,,
08,2021,Västernorrland,14827,0.072649,Minst 1 dos,,,
08,2021,Västernorrland,8547,0.041878,Färdigvaccinerade,,,
08,2021,Jämtland,9186,0.084312,Minst 1 dos,,,
