Fil uppdaterad 210916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Planerat kommande två veckor ,,,
År,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
Vecka, 52 , 53 , 1 , 2 , 2 , 3 , 4 , 5 , 5 , 6 , 6 , 6 , 7 , 7 , 8 , 8 , 9 , 9 , 9 , 10 , 10 , 11 , 11 , 11 , 12 , 12 , 13 , 13 , 13 , 14 , 14 , 15 , 15 , 15 , 16 , 16 , 17 , 17 , 17 , 18 , 18 , 18 , 19 , 19 , 20 , 20 , 20 , 21 , 21 , 21 , 22 , 22 , 23 , 23 , 24 , 24 , 25 , 25 , 26 , 26 , 27 , 27 , 28 , 28 , 29 , 29 , 30 , 30 , 31 , 31 , 32 , 32 , 33 , 33 , 34 , 34 , 35 , 35 , 36 , 37 , 37 , 38 , 38 , 39 , 39 
Leverantör,  Pfizer/BioNTech ,  Pfizer/BioNTech ,  Pfizer/BioNTech , Moderna ,  Pfizer/BioNTech ,  Pfizer/BioNTech ,  Pfizer/BioNTech , Moderna ,  Pfizer/BioNTech , Moderna , AstraZeneca ,  Pfizer/BioNTech , AstraZeneca ,  Pfizer/BioNTech , AstraZeneca ,  Pfizer/BioNTech , Moderna , AstraZeneca ,  Pfizer/BioNTech , AstraZeneca ,  Pfizer/BioNTech , Moderna , AstraZeneca ,  Pfizer/BioNTech , AstraZeneca ,  Pfizer/BioNTech , Moderna , AstraZeneca ,  Pfizer/BioNTech , AstraZeneca ,  Pfizer/BioNTech , Moderna , AstraZeneca ,  Pfizer/BioNTech , AstraZeneca ,  Pfizer/BioNTech , Moderna , AstraZeneca ,  Pfizer/BioNTech , Moderna , AstraZeneca ,  Pfizer/BioNTech , Moderna ,  Pfizer/BioNTech , Moderna , AstraZeneca ,  Pfizer/BioNTech , Moderna , AstraZeneca ,  Pfizer/BioNTech , Moderna ,  Pfizer/BioNTech , Moderna ,  Pfizer/BioNTech , Moderna ,  Pfizer/BioNTech , Moderna ,  Pfizer/BioNTech , Moderna ,  Pfizer/BioNTech , Moderna ,  Pfizer/BioNTech , Moderna ,  Pfizer/BioNTech , Moderna ,  Pfizer/BioNTech , Moderna ,  Pfizer/BioNTech , Moderna ,  Pfizer/BioNTech , Moderna ,  Pfizer/BioNTech , Moderna ,  Pfizer/BioNTech , Moderna ,  Pfizer/BioNTech , Moderna ,  Pfizer/BioNTech ,  Pfizer/BioNTech , Moderna ,  Pfizer/BioNTech , Moderna ,  Pfizer/BioNTech , Moderna ,  Pfizer/BioNTech 
  Västernorrland , 400 ," 1,950 "," 2,925 ", 300 ," 2,925 "," 2,925 ", 975 , 500 ," 2,340 ", 900 ," 1,300 "," 2,340 "," 1,700 "," 3,510 "," 2,700 "," 3,510 "," 1,700 "," 2,500 "," 3,510 "," 3,700 "," 3,510 "," 1,600 "," 1,500 "," 3,510 ", 800 ," 4,680 "," 2,300 ", 800 ," 4,680 "," 7,100 "," 9,360 "," 2,000 ", 900 ," 9,360 "," 2,300 "," 8,190 "," 1,200 "," 6,600 "," 11,700 "," 1,100 "," 10,900 "," 8,190 "," 1,600 "," 8,190 "," 1,500 ", 100 ," 8,190 "," 1,500 ", -   ," 8,190 "," 1,500 "," 14,040 "," 1,500 "," 12,870 "," 1,500 "," 11,700 "," 1,900 "," 14,040 "," 1,400 "," 14,040 "," 2,000 "," 9,360 "," 2,300 "," 8,190 "," 2,300 "," 8,190 "," 2,300 "," 8,190 "," 2,300 "," 8,190 "," 2,300 "," 7,020 "," 2,400 "," 9,360 "," 6,400 "," 11,700 "," 4,400 "," 9,360 "," 4,680 ", -   ," 1,170 ", -   ," 1,170 ", -   , -   
  Västmanland , 400 ," 1,950 "," 2,925 ", 300 ," 2,925 "," 2,925 ", 975 , 500 ," 2,340 ", 900 ," 1,300 "," 2,340 "," 1,700 "," 3,510 "," 2,800 "," 3,510 "," 1,700 "," 2,600 "," 3,510 "," 3,700 "," 3,510 "," 1,600 "," 1,600 "," 3,510 ", 800 ," 4,680 "," 2,400 ", 800 ," 4,680 "," 7,300 "," 8,190 "," 2,100 ", 900 ," 9,360 "," 2,300 "," 9,360 "," 1,200 "," 6,600 "," 11,700 "," 1,200 "," 10,000 "," 9,360 "," 1,800 "," 9,360 "," 1,700 ", -   ," 9,360 "," 1,700 ", -   ," 9,360 "," 1,700 "," 16,380 "," 1,700 "," 14,040 "," 1,700 "," 14,040 "," 1,900 "," 16,380 "," 2,000 "," 17,550 "," 2,300 "," 10,530 "," 2,700 "," 9,360 "," 2,700 "," 9,360 "," 2,200 "," 9,360 "," 2,600 "," 9,360 "," 2,600 "," 8,190 "," 2,600 "," 10,530 "," 8,100 "," 11,700 "," 5,100 "," 10,530 "," 9,360 "," 3,000 "," 9,360 ", -   ," 9,360 "," 3,000 "," 9,360 "
  Västra Götaland , 850 ," 12,675 "," 14,625 "," 1,700 "," 12,675 "," 6,825 "," 14,625 "," 2,600 "," 15,210 "," 5,000 "," 7,400 "," 14,040 "," 8,800 "," 18,720 "," 15,200 "," 19,890 "," 9,500 "," 14,000 "," 19,890 "," 21,000 "," 21,060 "," 8,700 "," 8,600 "," 21,060 "," 4,300 "," 26,910 "," 13,000 "," 4,300 "," 26,910 "," 41,000 "," 49,140 "," 11,500 "," 5,100 "," 50,310 "," 13,100 "," 49,140 "," 6,600 "," 36,800 "," 67,860 "," 7,600 "," 62,700 "," 58,500 "," 11,300 "," 58,500 "," 11,400 ", -   ," 62,010 "," 11,400 ", -   ," 63,180 "," 11,400 "," 100,620 "," 11,400 "," 88,920 "," 11,400 "," 88,920 "," 11,000 "," 112,320 "," 14,200 "," 112,320 "," 15,200 "," 63,180 "," 17,500 "," 63,180 "," 17,500 "," 63,180 "," 17,500 "," 63,180 "," 17,200 "," 58,500 "," 17,200 "," 57,330 "," 17,200 "," 66,690 "," 55,200 "," 73,710 "," 36,300 "," 67,860 "," 74,880 "," 4,000 "," 23,400 ", -   ," 23,400 "," 10,000 "," 58,500 "
  Örebro  , 400 ," 2,925 "," 2,925 ", 300 ," 2,925 "," 2,925 ", 975 , 500 ," 3,510 "," 1,000 "," 1,400 "," 3,510 "," 1,700 "," 3,510 "," 3,000 "," 3,510 "," 1,900 "," 2,700 "," 3,510 "," 4,000 "," 3,510 "," 1,700 "," 1,700 "," 4,680 ", 800 ," 4,680 "," 2,500 ", 800 ," 5,850 "," 7,900 "," 8,190 "," 2,200 "," 1,000 "," 9,360 "," 2,500 "," 8,190 "," 1,300 "," 7,300 "," 12,870 "," 1,300 "," 11,100 "," 10,530 "," 2,000 "," 10,530 "," 1,900 ", -   ," 10,530 "," 1,900 ", -   ," 10,530 "," 1,900 "," 18,720 "," 1,900 "," 15,210 "," 2,000 "," 15,210 "," 2,100 "," 19,890 "," 2,200 "," 18,720 "," 2,600 "," 10,530 "," 3,100 "," 11,700 "," 3,100 "," 10,530 "," 3,000 "," 10,530 "," 3,000 "," 10,530 "," 3,000 "," 9,360 ", -   ," 10,530 "," 5,600 "," 12,870 "," 5,700 ", -   , -   , -   , -   , -   , -   , -   , -   
  Östergötland , 400 ," 3,900 "," 3,900 ", 500 ," 3,900 "," 3,900 "," 1,950 ", 700 ," 4,680 "," 1,400 "," 2,100 "," 4,680 "," 2,500 "," 5,850 "," 4,300 "," 5,850 "," 2,700 "," 4,000 "," 5,850 "," 6,000 "," 5,850 "," 2,500 "," 2,400 "," 5,850 "," 1,200 "," 8,190 "," 3,700 "," 1,200 "," 8,190 "," 11,700 "," 12,870 "," 3,300 "," 1,400 "," 14,040 "," 3,700 "," 14,040 "," 1,900 "," 10,800 "," 18,720 "," 2,200 "," 5,600 "," 16,380 "," 3,000 "," 16,380 "," 3,000 ", -   ," 16,380 "," 3,000 ", -   ," 16,380 "," 3,000 "," 25,740 "," 3,000 "," 23,400 "," 3,000 "," 23,400 "," 3,200 "," 30,420 "," 3,500 "," 29,250 "," 4,000 "," 16,380 "," 4,700 "," 16,380 "," 4,700 "," 17,550 "," 4,700 "," 17,550 "," 2,600 "," 15,210 "," 2,600 "," 16,380 "," 4,600 "," 17,550 "," 9,700 "," 17,550 "," 3,000 "," 17,550 "," 11,700 ", -   ," 5,850 ", -   ," 5,850 ", -   ," 8,190 "
 Fohm lager* ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   ,,,,, -   ,,," 13,000 ",,,,,,,,,,,,,,,,,, -   ,, -   ,, -   , -   , -   , -   , -   , -   ," 2,000 "," 9,360 "," 19,890 "," 116,600 "," 2,340 "," 333,600 "," 30,420 "," 213,900 "," 299,520 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Fohm lager är en pott för omfördelning av vaccindoser mellan regioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
