Län,Län_namn,Kommun,Kommun_namn,Ålder,Befolkning,Antal minst 1 dos,Antal färdigvaccinerade,Andel minst 1 dos,Andel färdigvaccinerade
12,Skåne,1290,Kristianstad,80-89,4163,3916,3840,0.940668,0.922412
12,Skåne,1290,Kristianstad,90 eller äldre,960,869,839,0.905208,0.873958
12,Skåne,1291,Simrishamn,16-17,529,281,60,0.531191,0.113422
12,Skåne,1291,Simrishamn,18-29,2020,1236,889,0.611881,0.440099
12,Skåne,1291,Simrishamn,30-39,1647,1145,938,0.695203,0.56952
12,Skåne,1291,Simrishamn,40-49,1812,1470,1260,0.811258,0.695364
12,Skåne,1291,Simrishamn,50-59,2602,2257,2070,0.86741,0.795542
12,Skåne,1291,Simrishamn,60-69,3132,2919,2857,0.931992,0.912197
12,Skåne,1291,Simrishamn,70-79,3260,3078,3030,0.944172,0.929448
12,Skåne,1291,Simrishamn,80-89,1425,1358,1323,0.952982,0.928421
12,Skåne,1291,Simrishamn,90 eller äldre,287,266,256,0.926829,0.891986
12,Skåne,1292,Ängelholm,16-17,1512,921,163,0.609127,0.107804
12,Skåne,1292,Ängelholm,18-29,5132,3581,2776,0.697779,0.54092
12,Skåne,1292,Ängelholm,30-39,5043,3745,3318,0.742614,0.657942
12,Skåne,1292,Ängelholm,40-49,5310,4398,4145,0.828249,0.780603
12,Skåne,1292,Ängelholm,50-59,5703,5058,4899,0.886902,0.859022
12,Skåne,1292,Ängelholm,60-69,4961,4574,4500,0.921992,0.907075
12,Skåne,1292,Ängelholm,70-79,4967,4725,4609,0.951278,0.927924
12,Skåne,1292,Ängelholm,80-89,2277,2143,2085,0.941151,0.915679
12,Skåne,1292,Ängelholm,90 eller äldre,593,537,509,0.905565,0.858347
12,Skåne,1293,Hässleholm,16-17,1777,1017,108,0.572313,0.060777
12,Skåne,1293,Hässleholm,18-29,6976,4454,2981,0.638475,0.427322
12,Skåne,1293,Hässleholm,30-39,6182,4243,3608,0.686347,0.58363
12,Skåne,1293,Hässleholm,40-49,6135,4820,4433,0.785656,0.722575
12,Skåne,1293,Hässleholm,50-59,6898,5902,5623,0.85561,0.815164
12,Skåne,1293,Hässleholm,60-69,5951,5367,5232,0.901865,0.87918
12,Skåne,1293,Hässleholm,70-79,5767,5380,5220,0.932894,0.90515
12,Skåne,1293,Hässleholm,80-89,2803,2616,2535,0.933286,0.904388
12,Skåne,1293,Hässleholm,90 eller äldre,736,652,633,0.88587,0.860054
13,Halland,1315,Hylte,16-17,405,217,21,0.535802,0.051852
13,Halland,1315,Hylte,18-29,1311,778,411,0.59344,0.313501
13,Halland,1315,Hylte,30-39,1209,779,588,0.644334,0.486352
13,Halland,1315,Hylte,40-49,1226,943,823,0.769168,0.671289
13,Halland,1315,Hylte,50-59,1402,1169,1117,0.833809,0.796719
13,Halland,1315,Hylte,60-69,1286,1131,1098,0.879471,0.85381
13,Halland,1315,Hylte,70-79,1078,999,986,0.926716,0.914657
13,Halland,1315,Hylte,80-89,554,540,530,0.974729,0.956679
13,Halland,1315,Hylte,90 eller äldre,143,131,123,0.916084,0.86014
13,Halland,1380,Halmstad,16-17,3494,2157,207,0.617344,0.059244
13,Halland,1380,Halmstad,18-29,16250,11366,7513,0.699446,0.462338
13,Halland,1380,Halmstad,30-39,13683,9979,8491,0.729299,0.620551
13,Halland,1380,Halmstad,40-49,12262,10192,9464,0.831186,0.771815
13,Halland,1380,Halmstad,50-59,12781,11282,10900,0.882717,0.852828
13,Halland,1380,Halmstad,60-69,10924,10020,9830,0.917246,0.899854
13,Halland,1380,Halmstad,70-79,10177,9666,9571,0.949789,0.940454
13,Halland,1380,Halmstad,80-89,4823,4538,4450,0.940908,0.922662
13,Halland,1380,Halmstad,90 eller äldre,1111,1015,960,0.913591,0.864086
13,Halland,1381,Laholm,16-17,883,494,26,0.559456,0.029445
13,Halland,1381,Laholm,18-29,3031,1907,1016,0.629165,0.335203
13,Halland,1381,Laholm,30-39,2912,2089,1665,0.717376,0.571772
13,Halland,1381,Laholm,40-49,3029,2494,2260,0.823374,0.746121
13,Halland,1381,Laholm,50-59,3389,2919,2823,0.861316,0.832989
13,Halland,1381,Laholm,60-69,3455,3176,3124,0.919247,0.904197
13,Halland,1381,Laholm,70-79,3186,3039,3007,0.953861,0.943817
13,Halland,1381,Laholm,80-89,1323,1247,1230,0.942555,0.929705
13,Halland,1381,Laholm,90 eller äldre,321,294,283,0.915888,0.88162
13,Halland,1382,Falkenberg,16-17,1491,885,100,0.593561,0.067069
13,Halland,1382,Falkenberg,18-29,6030,4003,3020,0.663847,0.500829
13,Halland,1382,Falkenberg,30-39,5456,4020,3478,0.736804,0.637463
13,Halland,1382,Falkenberg,40-49,5241,4364,4098,0.832666,0.781912
13,Halland,1382,Falkenberg,50-59,5840,5197,5046,0.889897,0.864041
13,Halland,1382,Falkenberg,60-69,5682,5281,5218,0.929426,0.918339
13,Halland,1382,Falkenberg,70-79,5281,5014,4967,0.949441,0.940542
13,Halland,1382,Falkenberg,80-89,2438,2352,2321,0.964725,0.95201
13,Halland,1382,Falkenberg,90 eller äldre,582,543,529,0.93299,0.908935
13,Halland,1383,Varberg,16-17,2200,1476,162,0.670909,0.073636
13,Halland,1383,Varberg,18-29,8067,6007,4405,0.744639,0.546052
13,Halland,1383,Varberg,30-39,7975,6371,5477,0.798871,0.686771
13,Halland,1383,Varberg,40-49,7799,6792,6366,0.870881,0.816258
13,Halland,1383,Varberg,50-59,8277,7512,7247,0.907575,0.875559
13,Halland,1383,Varberg,60-69,8051,7574,7459,0.940753,0.926469
13,Halland,1383,Varberg,70-79,7605,7324,7216,0.963051,0.948849
13,Halland,1383,Varberg,80-89,3212,3063,2999,0.953611,0.933686
13,Halland,1383,Varberg,90 eller äldre,772,719,685,0.931347,0.887306
13,Halland,1384,Kungsbacka,16-17,3651,2590,349,0.709395,0.09559
13,Halland,1384,Kungsbacka,18-29,9852,7118,5438,0.722493,0.551969
13,Halland,1384,Kungsbacka,30-39,9162,7609,6721,0.830496,0.733573
13,Halland,1384,Kungsbacka,40-49,11985,10681,10084,0.891197,0.841385
13,Halland,1384,Kungsbacka,50-59,12074,11018,10681,0.912539,0.884628
13,Halland,1384,Kungsbacka,60-69,8536,8037,7886,0.941542,0.923852
13,Halland,1384,Kungsbacka,70-79,8397,8086,7993,0.962963,0.951888
13,Halland,1384,Kungsbacka,80-89,3771,3613,3574,0.958101,0.947759
13,Halland,1384,Kungsbacka,90 eller äldre,765,723,698,0.945098,0.912418
14,Västra Götaland,1401,Härryda,16-17,1618,942,122,0.5822,0.075402
14,Västra Götaland,1401,Härryda,18-29,4097,2790,1560,0.680986,0.380766
14,Västra Götaland,1401,Härryda,30-39,4590,3629,2370,0.790632,0.51634
14,Västra Götaland,1401,Härryda,40-49,6015,5251,4548,0.872984,0.75611
14,Västra Götaland,1401,Härryda,50-59,5338,4760,4432,0.89172,0.830274
14,Västra Götaland,1401,Härryda,60-69,3531,3243,3106,0.918437,0.879637
14,Västra Götaland,1401,Härryda,70-79,3062,2941,2874,0.960483,0.938602
14,Västra Götaland,1401,Härryda,80-89,1328,1272,1224,0.957831,0.921687
14,Västra Götaland,1401,Härryda,90 eller äldre,258,244,225,0.945736,0.872093
14,Västra Götaland,1402,Partille,16-17,1455,840,74,0.57732,0.050859
14,Västra Götaland,1402,Partille,18-29,5086,3176,1854,0.624459,0.36453
14,Västra Götaland,1402,Partille,30-39,5394,4097,2748,0.759548,0.509455
14,Västra Götaland,1402,Partille,40-49,5631,4700,4038,0.834665,0.717102
14,Västra Götaland,1402,Partille,50-59,5103,4489,4179,0.879679,0.81893
14,Västra Götaland,1402,Partille,60-69,3796,3466,3340,0.913066,0.879874
14,Västra Götaland,1402,Partille,70-79,3085,2941,2862,0.953323,0.927715
14,Västra Götaland,1402,Partille,80-89,1477,1383,1355,0.936357,0.9174
14,Västra Götaland,1402,Partille,90 eller äldre,362,336,319,0.928177,0.881215
14,Västra Götaland,1407,Öckerö,16-17,511,250,23,0.489237,0.04501
14,Västra Götaland,1407,Öckerö,18-29,1468,953,428,0.649183,0.291553
14,Västra Götaland,1407,Öckerö,30-39,1167,820,374,0.702656,0.32048
14,Västra Götaland,1407,Öckerö,40-49,1554,1346,955,0.866152,0.614543
14,Västra Götaland,1407,Öckerö,50-59,1930,1744,1593,0.903627,0.825389
14,Västra Götaland,1407,Öckerö,60-69,1707,1593,1527,0.933216,0.894552
14,Västra Götaland,1407,Öckerö,70-79,1665,1616,1568,0.970571,0.941742
14,Västra Götaland,1407,Öckerö,80-89,671,653,625,0.973174,0.931446
14,Västra Götaland,1407,Öckerö,90 eller äldre,134,126,116,0.940299,0.865672
14,Västra Götaland,1415,Stenungsund,16-17,1112,595,65,0.535072,0.058453
14,Västra Götaland,1415,Stenungsund,18-29,3440,2253,1176,0.654942,0.34186
14,Västra Götaland,1415,Stenungsund,30-39,3180,2421,1393,0.761321,0.43805
14,Västra Götaland,1415,Stenungsund,40-49,3646,3073,2537,0.842841,0.695831
14,Västra Götaland,1415,Stenungsund,50-59,3700,3267,2950,0.882973,0.797297
14,Västra Götaland,1415,Stenungsund,60-69,2795,2562,2436,0.916637,0.871556
14,Västra Götaland,1415,Stenungsund,70-79,2632,2483,2403,0.943389,0.912994
14,Västra Götaland,1415,Stenungsund,80-89,1256,1145,1086,0.911624,0.86465
14,Västra Götaland,1415,Stenungsund,90 eller äldre,200,170,149,0.85,0.745
14,Västra Götaland,1419,Tjörn,16-17,500,292,39,0.584,0.078
14,Västra Götaland,1419,Tjörn,18-29,1652,1131,626,0.684625,0.378935
14,Västra Götaland,1419,Tjörn,30-39,1703,1333,765,0.782736,0.449207
14,Västra Götaland,1419,Tjörn,40-49,1782,1521,1291,0.853535,0.724467
14,Västra Götaland,1419,Tjörn,50-59,2190,2049,1929,0.935616,0.880822
14,Västra Götaland,1419,Tjörn,60-69,2371,2278,2228,0.960776,0.939688
14,Västra Götaland,1419,Tjörn,70-79,2225,2163,2131,0.972135,0.957753
14,Västra Götaland,1419,Tjörn,80-89,885,854,830,0.964972,0.937853
14,Västra Götaland,1419,Tjörn,90 eller äldre,183,169,153,0.923497,0.836066
14,Västra Götaland,1421,Orust,16-17,437,226,28,0.517162,0.064073
14,Västra Götaland,1421,Orust,18-29,1639,1075,606,0.655888,0.369738
14,Västra Götaland,1421,Orust,30-39,1399,981,587,0.701215,0.419585
14,Västra Götaland,1421,Orust,40-49,1717,1412,1179,0.822365,0.686663
14,Västra Götaland,1421,Orust,50-59,2144,1867,1739,0.870802,0.811101
14,Västra Götaland,1421,Orust,60-69,2357,2176,2113,0.923207,0.896479
14,Västra Götaland,1421,Orust,70-79,2308,2192,2144,0.94974,0.928943
14,Västra Götaland,1421,Orust,80-89,934,899,891,0.962527,0.953961
14,Västra Götaland,1421,Orust,90 eller äldre,186,175,170,0.94086,0.913978
14,Västra Götaland,1427,Sotenäs,16-17,219,106,13,0.484018,0.059361
14,Västra Götaland,1427,Sotenäs,18-29,938,623,418,0.664179,0.445629
14,Västra Götaland,1427,Sotenäs,30-39,840,590,440,0.702381,0.52381
14,Västra Götaland,1427,Sotenäs,40-49,982,833,755,0.848269,0.768839
14,Västra Götaland,1427,Sotenäs,50-59,1272,1146,1105,0.900943,0.868711
14,Västra Götaland,1427,Sotenäs,60-69,1530,1508,1483,0.985621,0.969281
14,Västra Götaland,1427,Sotenäs,70-79,1529,1506,1491,0.984957,0.975147
14,Västra Götaland,1427,Sotenäs,80-89,549,530,516,0.965392,0.939891
14,Västra Götaland,1427,Sotenäs,90 eller äldre,152,146,144,0.960526,0.947368
14,Västra Götaland,1430,Munkedal,16-17,367,180,21,0.490463,0.057221
14,Västra Götaland,1430,Munkedal,18-29,1309,815,572,0.622613,0.436975
14,Västra Götaland,1430,Munkedal,30-39,1263,889,665,0.70388,0.526524
14,Västra Götaland,1430,Munkedal,40-49,1171,953,846,0.813834,0.722459
14,Västra Götaland,1430,Munkedal,50-59,1366,1195,1134,0.874817,0.830161
14,Västra Götaland,1430,Munkedal,60-69,1292,1194,1158,0.924149,0.896285
14,Västra Götaland,1430,Munkedal,70-79,1272,1205,1177,0.947327,0.925314
14,Västra Götaland,1430,Munkedal,80-89,589,561,546,0.952462,0.926995
14,Västra Götaland,1430,Munkedal,90 eller äldre,130,117,111,0.9,0.853846
14,Västra Götaland,1435,Tanum,16-17,385,216,27,0.561039,0.07013
14,Västra Götaland,1435,Tanum,18-29,1414,1028,722,0.727016,0.510608
14,Västra Götaland,1435,Tanum,30-39,1380,1033,824,0.748551,0.597101
14,Västra Götaland,1435,Tanum,40-49,1434,1216,1089,0.847978,0.759414
14,Västra Götaland,1435,Tanum,50-59,1653,1485,1423,0.898367,0.860859
14,Västra Götaland,1435,Tanum,60-69,1912,1824,1780,0.953975,0.930962
14,Västra Götaland,1435,Tanum,70-79,1853,1765,1729,0.952509,0.933081
14,Västra Götaland,1435,Tanum,80-89,724,694,664,0.958564,0.917127
14,Västra Götaland,1435,Tanum,90 eller äldre,176,167,146,0.948864,0.829545
14,Västra Götaland,1438,Dals-Ed,16-17,167,114,8,0.682635,0.047904
14,Västra Götaland,1438,Dals-Ed,18-29,598,438,130,0.732441,0.217391
14,Västra Götaland,1438,Dals-Ed,30-39,521,415,151,0.796545,0.289827
14,Västra Götaland,1438,Dals-Ed,40-49,528,435,189,0.823864,0.357955
14,Västra Götaland,1438,Dals-Ed,50-59,599,533,485,0.889816,0.809683
14,Västra Götaland,1438,Dals-Ed,60-69,576,531,506,0.921875,0.878472
14,Västra Götaland,1438,Dals-Ed,70-79,651,630,602,0.967742,0.924731
14,Västra Götaland,1438,Dals-Ed,80-89,328,316,302,0.963415,0.920732
14,Västra Götaland,1438,Dals-Ed,90 eller äldre,51,49,46,0.960784,0.901961
14,Västra Götaland,1439,Färgelanda,16-17,231,144,13,0.623377,0.056277
14,Västra Götaland,1439,Färgelanda,18-29,834,573,261,0.68705,0.31295
14,Västra Götaland,1439,Färgelanda,30-39,707,512,185,0.724187,0.261669
14,Västra Götaland,1439,Färgelanda,40-49,731,590,335,0.807114,0.458276
14,Västra Götaland,1439,Färgelanda,50-59,917,792,733,0.863686,0.799346
14,Västra Götaland,1439,Färgelanda,60-69,898,822,782,0.915367,0.870824
14,Västra Götaland,1439,Färgelanda,70-79,811,760,737,0.937115,0.908755
14,Västra Götaland,1439,Färgelanda,80-89,356,342,328,0.960674,0.921348
14,Västra Götaland,1439,Färgelanda,90 eller äldre,74,68,64,0.918919,0.864865
14,Västra Götaland,1440,Ale,16-17,1190,598,72,0.502521,0.060504
14,Västra Götaland,1440,Ale,18-29,4242,2585,1472,0.609382,0.347006
14,Västra Götaland,1440,Ale,30-39,4424,3186,2141,0.720163,0.483951
14,Västra Götaland,1440,Ale,40-49,4502,3664,3072,0.813861,0.682363
14,Västra Götaland,1440,Ale,50-59,3984,3457,3105,0.867721,0.779367
14,Västra Götaland,1440,Ale,60-69,2789,2544,2424,0.912155,0.869129
14,Västra Götaland,1440,Ale,70-79,2851,2733,2676,0.958611,0.938618
14,Västra Götaland,1440,Ale,80-89,1143,1068,1028,0.934383,0.899388
14,Västra Götaland,1440,Ale,90 eller äldre,192,179,160,0.932292,0.833333
14,Västra Götaland,1441,Lerum,16-17,1853,1074,121,0.579601,0.0653
14,Västra Götaland,1441,Lerum,18-29,4636,3039,1724,0.655522,0.371872
14,Västra Götaland,1441,Lerum,30-39,5361,4387,2959,0.818317,0.551949
14,Västra Götaland,1441,Lerum,40-49,6383,5580,4789,0.874197,0.750274
14,Västra Götaland,1441,Lerum,50-59,5701,5077,4760,0.890546,0.834941
14,Västra Götaland,1441,Lerum,60-69,3836,3587,3458,0.935089,0.90146
14,Västra Götaland,1441,Lerum,70-79,3744,3610,3531,0.964209,0.943109
14,Västra Götaland,1441,Lerum,80-89,1729,1662,1554,0.961249,0.898785
14,Västra Götaland,1441,Lerum,90 eller äldre,317,304,280,0.958991,0.883281
14,Västra Götaland,1442,Vårgårda,16-17,400,265,15,0.6625,0.0375
14,Västra Götaland,1442,Vårgårda,18-29,1566,1000,559,0.63857,0.35696
14,Västra Götaland,1442,Vårgårda,30-39,1462,1074,655,0.73461,0.448016
14,Västra Götaland,1442,Vårgårda,40-49,1466,1204,1006,0.821282,0.686221
14,Västra Götaland,1442,Vårgårda,50-59,1536,1337,1228,0.870443,0.799479
14,Västra Götaland,1442,Vårgårda,60-69,1380,1254,1179,0.908696,0.854348
14,Västra Götaland,1442,Vårgårda,70-79,1228,1161,1108,0.94544,0.90228
14,Västra Götaland,1442,Vårgårda,80-89,504,465,445,0.922619,0.882937
14,Västra Götaland,1442,Vårgårda,90 eller äldre,100,90,83,0.9,0.83
14,Västra Götaland,1443,Bollebygd,16-17,364,243,21,0.667582,0.057692
14,Västra Götaland,1443,Bollebygd,18-29,1063,754,355,0.709313,0.33396
14,Västra Götaland,1443,Bollebygd,30-39,1162,864,472,0.743546,0.406196
14,Västra Götaland,1443,Bollebygd,40-49,1290,1098,911,0.851163,0.706202
14,Västra Götaland,1443,Bollebygd,50-59,1267,1123,1048,0.886346,0.827151
14,Västra Götaland,1443,Bollebygd,60-69,1054,971,934,0.921252,0.886148
14,Västra Götaland,1443,Bollebygd,70-79,990,938,916,0.947475,0.925253
14,Västra Götaland,1443,Bollebygd,80-89,390,374,352,0.958974,0.902564
14,Västra Götaland,1443,Bollebygd,90 eller äldre,83,71,68,0.855422,0.819277
14,Västra Götaland,1444,Grästorp,16-17,190,94,11,0.494737,0.057895
14,Västra Götaland,1444,Grästorp,18-29,677,473,281,0.698671,0.415066
14,Västra Götaland,1444,Grästorp,30-39,581,459,289,0.790017,0.497418
14,Västra Götaland,1444,Grästorp,40-49,678,549,490,0.809735,0.722714
14,Västra Götaland,1444,Grästorp,50-59,815,726,691,0.890798,0.847853
14,Västra Götaland,1444,Grästorp,60-69,777,729,712,0.938224,0.916345
14,Västra Götaland,1444,Grästorp,70-79,682,648,640,0.950147,0.938416
14,Västra Götaland,1444,Grästorp,80-89,326,315,307,0.966258,0.941718
14,Västra Götaland,1444,Grästorp,90 eller äldre,75,71,66,0.946667,0.88
14,Västra Götaland,1445,Essunga,16-17,180,117,14,0.65,0.077778
14,Västra Götaland,1445,Essunga,18-29,618,373,219,0.60356,0.354369
14,Västra Götaland,1445,Essunga,30-39,639,443,270,0.693271,0.422535
14,Västra Götaland,1445,Essunga,40-49,639,527,429,0.824726,0.671362
14,Västra Götaland,1445,Essunga,50-59,765,643,604,0.840523,0.789542
14,Västra Götaland,1445,Essunga,60-69,759,696,666,0.916996,0.87747
14,Västra Götaland,1445,Essunga,70-79,714,671,655,0.939776,0.917367
14,Västra Götaland,1445,Essunga,80-89,313,298,282,0.952077,0.900958
14,Västra Götaland,1445,Essunga,90 eller äldre,65,56,56,0.861538,0.861538
14,Västra Götaland,1446,Karlsborg,16-17,228,146,6,0.640351,0.026316
14,Västra Götaland,1446,Karlsborg,18-29,795,578,321,0.727044,0.403774
14,Västra Götaland,1446,Karlsborg,30-39,744,571,384,0.767473,0.516129
14,Västra Götaland,1446,Karlsborg,40-49,742,627,545,0.845013,0.734501
14,Västra Götaland,1446,Karlsborg,50-59,900,811,797,0.901111,0.885556
14,Västra Götaland,1446,Karlsborg,60-69,922,892,872,0.967462,0.94577
14,Västra Götaland,1446,Karlsborg,70-79,1097,1048,1025,0.955333,0.934366
14,Västra Götaland,1446,Karlsborg,80-89,422,400,386,0.947867,0.914692
14,Västra Götaland,1446,Karlsborg,90 eller äldre,94,85,81,0.904255,0.861702
14,Västra Götaland,1447,Gullspång,16-17,164,81,14,0.493902,0.085366
14,Västra Götaland,1447,Gullspång,18-29,535,286,194,0.534579,0.362617
14,Västra Götaland,1447,Gullspång,30-39,429,280,188,0.652681,0.438228
14,Västra Götaland,1447,Gullspång,40-49,502,385,315,0.766932,0.62749
14,Västra Götaland,1447,Gullspång,50-59,763,653,612,0.855832,0.802097
14,Västra Götaland,1447,Gullspång,60-69,865,784,763,0.906358,0.882081
14,Västra Götaland,1447,Gullspång,70-79,814,739,723,0.907862,0.888206
14,Västra Götaland,1447,Gullspång,80-89,329,301,297,0.914894,0.902736
14,Västra Götaland,1447,Gullspång,90 eller äldre,71,62,59,0.873239,0.830986
14,Västra Götaland,1452,Tranemo,16-17,395,261,14,0.660759,0.035443
14,Västra Götaland,1452,Tranemo,18-29,1448,883,517,0.609807,0.357044
14,Västra Götaland,1452,Tranemo,30-39,1383,949,639,0.686189,0.462039
14,Västra Götaland,1452,Tranemo,40-49,1362,1090,944,0.800294,0.693098
14,Västra Götaland,1452,Tranemo,50-59,1633,1464,1379,0.896509,0.844458
14,Västra Götaland,1452,Tranemo,60-69,1451,1344,1320,0.926258,0.909717
14,Västra Götaland,1452,Tranemo,70-79,1400,1319,1295,0.942143,0.925
14,Västra Götaland,1452,Tranemo,80-89,626,590,570,0.942492,0.910543
14,Västra Götaland,1452,Tranemo,90 eller äldre,157,144,134,0.917197,0.853503
14,Västra Götaland,1460,Bengtsfors,16-17,313,196,13,0.626198,0.041534
14,Västra Götaland,1460,Bengtsfors,18-29,1115,763,299,0.684305,0.268161
14,Västra Götaland,1460,Bengtsfors,30-39,957,667,266,0.69697,0.277952
14,Västra Götaland,1460,Bengtsfors,40-49,985,818,512,0.830457,0.519797
14,Västra Götaland,1460,Bengtsfors,50-59,1327,1167,1086,0.879427,0.818387
14,Västra Götaland,1460,Bengtsfors,60-69,1299,1183,1141,0.910701,0.878368
14,Västra Götaland,1460,Bengtsfors,70-79,1383,1313,1277,0.949385,0.923355
14,Västra Götaland,1460,Bengtsfors,80-89,600,559,534,0.931667,0.89
14,Västra Götaland,1460,Bengtsfors,90 eller äldre,190,177,169,0.931579,0.889474
14,Västra Götaland,1461,Mellerud,16-17,286,155,12,0.541958,0.041958
14,Västra Götaland,1461,Mellerud,18-29,1174,731,288,0.622658,0.245315
14,Västra Götaland,1461,Mellerud,30-39,978,683,276,0.698364,0.282209
14,Västra Götaland,1461,Mellerud,40-49,934,744,417,0.796574,0.446467
14,Västra Götaland,1461,Mellerud,50-59,1224,1042,964,0.851307,0.787582
14,Västra Götaland,1461,Mellerud,60-69,1290,1182,1120,0.916279,0.868217
14,Västra Götaland,1461,Mellerud,70-79,1202,1124,1094,0.935108,0.91015
14,Västra Götaland,1461,Mellerud,80-89,569,523,509,0.919156,0.894552
14,Västra Götaland,1461,Mellerud,90 eller äldre,141,125,124,0.886525,0.879433
14,Västra Götaland,1462,Lilla Edet,16-17,434,203,38,0.467742,0.087558
14,Västra Götaland,1462,Lilla Edet,18-29,1897,1098,739,0.578809,0.389562
14,Västra Götaland,1462,Lilla Edet,30-39,1963,1311,937,0.667855,0.477331
14,Västra Götaland,1462,Lilla Edet,40-49,1666,1268,1077,0.761104,0.646459
14,Västra Götaland,1462,Lilla Edet,50-59,1939,1667,1559,0.859722,0.804023
14,Västra Götaland,1462,Lilla Edet,60-69,1675,1505,1455,0.898507,0.868657
14,Västra Götaland,1462,Lilla Edet,70-79,1388,1302,1279,0.93804,0.92147
14,Västra Götaland,1462,Lilla Edet,80-89,543,503,484,0.926335,0.891344
14,Västra Götaland,1462,Lilla Edet,90 eller äldre,111,101,98,0.90991,0.882883
14,Västra Götaland,1463,Mark,16-17,1261,651,59,0.516257,0.046788
14,Västra Götaland,1463,Mark,18-29,4422,2696,1355,0.609679,0.306422
14,Västra Götaland,1463,Mark,30-39,4018,2697,1475,0.671229,0.367098
14,Västra Götaland,1463,Mark,40-49,4196,3333,2738,0.794328,0.652526
14,Västra Götaland,1463,Mark,50-59,4665,4026,3736,0.863023,0.800857
14,Västra Götaland,1463,Mark,60-69,4231,3854,3701,0.910896,0.874734
14,Västra Götaland,1463,Mark,70-79,3767,3533,3453,0.937882,0.916645
14,Västra Götaland,1463,Mark,80-89,1741,1642,1585,0.943136,0.910396
14,Västra Götaland,1463,Mark,90 eller äldre,405,371,356,0.916049,0.879012
14,Västra Götaland,1465,Svenljunga,16-17,304,171,9,0.5625,0.029605
14,Västra Götaland,1465,Svenljunga,18-29,1229,700,301,0.569569,0.244915
14,Västra Götaland,1465,Svenljunga,30-39,1227,766,422,0.624287,0.343928
14,Västra Götaland,1465,Svenljunga,40-49,1189,935,811,0.786375,0.682086
14,Västra Götaland,1465,Svenljunga,50-59,1437,1261,1197,0.877523,0.832985
14,Västra Götaland,1465,Svenljunga,60-69,1468,1338,1306,0.911444,0.889646
14,Västra Götaland,1465,Svenljunga,70-79,1357,1282,1258,0.944731,0.927045
14,Västra Götaland,1465,Svenljunga,80-89,541,504,489,0.931608,0.903882
14,Västra Götaland,1465,Svenljunga,90 eller äldre,112,104,98,0.928571,0.875
14,Västra Götaland,1466,Herrljunga,16-17,285,150,21,0.526316,0.073684
14,Västra Götaland,1466,Herrljunga,18-29,1260,779,493,0.618254,0.39127
14,Västra Götaland,1466,Herrljunga,30-39,1073,730,511,0.680336,0.476235
14,Västra Götaland,1466,Herrljunga,40-49,1047,869,784,0.82999,0.748806
14,Västra Götaland,1466,Herrljunga,50-59,1294,1132,1092,0.874807,0.843895
14,Västra Götaland,1466,Herrljunga,60-69,1226,1122,1079,0.915171,0.880098
14,Västra Götaland,1466,Herrljunga,70-79,1096,1039,1006,0.947993,0.917883
14,Västra Götaland,1466,Herrljunga,80-89,486,452,430,0.930041,0.884774
14,Västra Götaland,1466,Herrljunga,90 eller äldre,115,108,101,0.93913,0.878261
14,Västra Götaland,1470,Vara,16-17,548,336,46,0.613139,0.083942
14,Västra Götaland,1470,Vara,18-29,2066,1371,894,0.663601,0.43272
14,Västra Götaland,1470,Vara,30-39,1763,1215,857,0.689166,0.486103
14,Västra Götaland,1470,Vara,40-49,1959,1563,1363,0.797856,0.695763
14,Västra Götaland,1470,Vara,50-59,2143,1878,1794,0.876342,0.837144
14,Västra Götaland,1470,Vara,60-69,2112,1964,1889,0.929924,0.894413
14,Västra Götaland,1470,Vara,70-79,1808,1711,1658,0.94635,0.917035
14,Västra Götaland,1470,Vara,80-89,824,773,755,0.938107,0.916262
14,Västra Götaland,1470,Vara,90 eller äldre,180,172,161,0.955556,0.894444
14,Västra Götaland,1471,Götene,16-17,447,204,20,0.456376,0.044743
14,Västra Götaland,1471,Götene,18-29,1432,898,466,0.627095,0.325419
14,Västra Götaland,1471,Götene,30-39,1415,1076,664,0.760424,0.469258
14,Västra Götaland,1471,Götene,40-49,1511,1266,1053,0.837856,0.696889
14,Västra Götaland,1471,Götene,50-59,1879,1685,1600,0.896754,0.851517
14,Västra Götaland,1471,Götene,60-69,1804,1703,1655,0.944013,0.917406
14,Västra Götaland,1471,Götene,70-79,1681,1594,1567,0.948245,0.932183
14,Västra Götaland,1471,Götene,80-89,671,634,625,0.944858,0.931446
14,Västra Götaland,1471,Götene,90 eller äldre,141,130,122,0.921986,0.865248
14,Västra Götaland,1472,Tibro,16-17,379,175,11,0.461741,0.029024
14,Västra Götaland,1472,Tibro,18-29,1462,872,454,0.596443,0.310534
14,Västra Götaland,1472,Tibro,30-39,1331,902,546,0.677686,0.410218
14,Västra Götaland,1472,Tibro,40-49,1258,986,841,0.783784,0.668521
14,Västra Götaland,1472,Tibro,50-59,1472,1257,1181,0.85394,0.80231
14,Västra Götaland,1472,Tibro,60-69,1343,1226,1186,0.912882,0.883098
14,Västra Götaland,1472,Tibro,70-79,1314,1247,1217,0.949011,0.92618
14,Västra Götaland,1472,Tibro,80-89,653,618,597,0.946401,0.914242
14,Västra Götaland,1472,Tibro,90 eller äldre,136,123,111,0.904412,0.816176
14,Västra Götaland,1473,Töreboda,16-17,318,150,9,0.471698,0.028302
14,Västra Götaland,1473,Töreboda,18-29,1149,675,344,0.587467,0.299391
