Län,Län_namn,Kommun,Kommun_namn,Ålder,Befolkning,Antal minst 1 dos,Antal färdigvaccinerade,Andel minst 1 dos,Andel färdigvaccinerade
5,Östergötland,512,Ydre,70-79,562,537,527,0.955516,0.937722
5,Östergötland,512,Ydre,80-89,227,213,198,0.938326,0.872247
5,Östergötland,512,Ydre,90 eller äldre,54,51,33,0.944444,0.611111
5,Östergötland,513,Kinda,16-17,364,225,25,0.618132,0.068681
5,Östergötland,513,Kinda,18-29,1134,810,554,0.714286,0.488536
5,Östergötland,513,Kinda,30-39,1061,859,703,0.809614,0.662582
5,Östergötland,513,Kinda,40-49,1084,948,884,0.874539,0.815498
5,Östergötland,513,Kinda,50-59,1338,1238,1193,0.925262,0.891629
5,Östergötland,513,Kinda,60-69,1346,1295,1273,0.96211,0.945765
5,Östergötland,513,Kinda,70-79,1283,1254,1235,0.977397,0.962588
5,Östergötland,513,Kinda,80-89,590,563,553,0.954237,0.937288
5,Östergötland,513,Kinda,90 eller äldre,133,130,122,0.977444,0.917293
5,Östergötland,560,Boxholm,16-17,163,109,11,0.668712,0.067485
5,Östergötland,560,Boxholm,18-29,619,469,342,0.757674,0.552504
5,Östergötland,560,Boxholm,30-39,601,472,408,0.785358,0.678869
5,Östergötland,560,Boxholm,40-49,585,514,490,0.878632,0.837607
5,Östergötland,560,Boxholm,50-59,786,714,691,0.908397,0.879135
5,Östergötland,560,Boxholm,60-69,753,712,705,0.945551,0.936255
5,Östergötland,560,Boxholm,70-79,735,699,690,0.95102,0.938776
5,Östergötland,560,Boxholm,80-89,284,273,271,0.961268,0.954225
5,Östergötland,560,Boxholm,90 eller äldre,64,55,51,0.859375,0.796875
5,Östergötland,561,Åtvidaberg,16-17,377,253,28,0.671088,0.074271
5,Östergötland,561,Åtvidaberg,18-29,1301,964,692,0.740968,0.531899
5,Östergötland,561,Åtvidaberg,30-39,1215,1019,884,0.838683,0.727572
5,Östergötland,561,Åtvidaberg,40-49,1367,1190,1124,0.870519,0.822238
5,Östergötland,561,Åtvidaberg,50-59,1550,1412,1376,0.910968,0.887742
5,Östergötland,561,Åtvidaberg,60-69,1452,1392,1377,0.958678,0.948347
5,Östergötland,561,Åtvidaberg,70-79,1460,1409,1394,0.965068,0.954795
5,Östergötland,561,Åtvidaberg,80-89,711,678,672,0.953586,0.945148
5,Östergötland,561,Åtvidaberg,90 eller äldre,136,131,131,0.963235,0.963235
5,Östergötland,562,Finspång,16-17,676,443,87,0.655325,0.128698
5,Östergötland,562,Finspång,18-29,2679,1829,1115,0.682717,0.4162
5,Östergötland,562,Finspång,30-39,2560,1955,1527,0.763672,0.596484
5,Östergötland,562,Finspång,40-49,2520,2100,1916,0.833333,0.760317
5,Östergötland,562,Finspång,50-59,2916,2606,2503,0.89369,0.858368
5,Östergötland,562,Finspång,60-69,2615,2428,2383,0.928489,0.911281
5,Östergötland,562,Finspång,70-79,2680,2573,2540,0.960075,0.947761
5,Östergötland,562,Finspång,80-89,1182,1115,1097,0.943316,0.928088
5,Östergötland,562,Finspång,90 eller äldre,256,232,226,0.90625,0.882813
5,Östergötland,563,Valdemarsvik,16-17,233,158,9,0.678112,0.038627
5,Östergötland,563,Valdemarsvik,18-29,787,531,282,0.674714,0.358323
5,Östergötland,563,Valdemarsvik,30-39,761,544,391,0.714849,0.513798
5,Östergötland,563,Valdemarsvik,40-49,780,658,582,0.84359,0.746154
5,Östergötland,563,Valdemarsvik,50-59,1045,936,897,0.895694,0.858373
5,Östergötland,563,Valdemarsvik,60-69,1132,1077,1067,0.951413,0.94258
5,Östergötland,563,Valdemarsvik,70-79,1304,1231,1217,0.944018,0.933282
5,Östergötland,563,Valdemarsvik,80-89,462,437,433,0.945887,0.937229
5,Östergötland,563,Valdemarsvik,90 eller äldre,112,98,93,0.875,0.830357
5,Östergötland,580,Linköping,16-17,5451,3490,395,0.640249,0.072464
5,Östergötland,580,Linköping,18-29,32927,26187,18994,0.795305,0.576852
5,Östergötland,580,Linköping,30-39,22424,17481,15185,0.779567,0.677176
5,Östergötland,580,Linköping,40-49,19919,17415,16308,0.874291,0.818716
5,Östergötland,580,Linköping,50-59,18957,17254,16747,0.910165,0.88342
5,Östergötland,580,Linköping,60-69,15101,14236,14008,0.942719,0.927621
5,Östergötland,580,Linköping,70-79,13247,12719,12216,0.960142,0.922171
5,Östergötland,580,Linköping,80-89,6612,6325,5974,0.956594,0.903509
5,Östergötland,580,Linköping,90 eller äldre,1614,1509,1431,0.934944,0.886617
5,Östergötland,581,Norrköping,16-17,4956,2768,314,0.558515,0.063358
5,Östergötland,581,Norrköping,18-29,22332,15302,10287,0.685205,0.460639
5,Östergötland,581,Norrköping,30-39,19303,14029,11531,0.726778,0.597368
5,Östergötland,581,Norrköping,40-49,17813,14621,13347,0.820805,0.749284
5,Östergötland,581,Norrköping,50-59,17777,15649,15064,0.880295,0.847387
5,Östergötland,581,Norrköping,60-69,14799,13573,13346,0.917157,0.901818
5,Östergötland,581,Norrköping,70-79,13475,12658,12525,0.939369,0.929499
5,Östergötland,581,Norrköping,80-89,5798,5404,5301,0.932046,0.914281
5,Östergötland,581,Norrköping,90 eller äldre,1294,1178,1133,0.910355,0.87558
5,Östergötland,582,Söderköping,16-17,502,352,28,0.701195,0.055777
5,Östergötland,582,Söderköping,18-29,1500,1038,633,0.692,0.422
5,Östergötland,582,Söderköping,30-39,1634,1325,1080,0.810894,0.660955
5,Östergötland,582,Söderköping,40-49,1790,1580,1299,0.882682,0.725698
5,Östergötland,582,Söderköping,50-59,1945,1798,1704,0.924422,0.876093
5,Östergötland,582,Söderköping,60-69,1901,1824,1804,0.959495,0.948974
5,Östergötland,582,Söderköping,70-79,1852,1787,1757,0.964903,0.948704
5,Östergötland,582,Söderköping,80-89,699,666,637,0.95279,0.911302
5,Östergötland,582,Söderköping,90 eller äldre,145,135,117,0.931034,0.806897
5,Östergötland,583,Motala,16-17,1534,1018,137,0.663625,0.089309
5,Östergötland,583,Motala,18-29,5455,3855,2991,0.706691,0.548304
5,Östergötland,583,Motala,30-39,5048,3963,3459,0.785063,0.685222
5,Östergötland,583,Motala,40-49,5204,4523,4239,0.869139,0.814566
5,Östergötland,583,Motala,50-59,5921,5371,5234,0.90711,0.883972
5,Östergötland,583,Motala,60-69,5381,5061,4994,0.940531,0.92808
5,Östergötland,583,Motala,70-79,4853,4641,4592,0.956316,0.946219
5,Östergötland,583,Motala,80-89,2219,2076,2041,0.935557,0.919784
5,Östergötland,583,Motala,90 eller äldre,507,468,445,0.923077,0.877712
5,Östergötland,584,Vadstena,16-17,242,174,43,0.719008,0.177686
5,Östergötland,584,Vadstena,18-29,753,593,484,0.787517,0.642762
5,Östergötland,584,Vadstena,30-39,690,565,495,0.818841,0.717391
5,Östergötland,584,Vadstena,40-49,777,692,651,0.890605,0.837838
5,Östergötland,584,Vadstena,50-59,1033,950,924,0.919652,0.894482
5,Östergötland,584,Vadstena,60-69,1053,1004,998,0.953466,0.947768
5,Östergötland,584,Vadstena,70-79,1231,1193,1177,0.969131,0.956133
5,Östergötland,584,Vadstena,80-89,523,503,490,0.961759,0.936902
5,Östergötland,584,Vadstena,90 eller äldre,120,116,111,0.966667,0.925
5,Östergötland,586,Mjölby,16-17,975,689,96,0.706667,0.098462
5,Östergötland,586,Mjölby,18-29,3910,2892,2350,0.739642,0.601023
5,Östergötland,586,Mjölby,30-39,3365,2793,2489,0.830015,0.739673
5,Östergötland,586,Mjölby,40-49,3604,3173,3028,0.880411,0.840178
5,Östergötland,586,Mjölby,50-59,3459,3161,3098,0.913848,0.895635
5,Östergötland,586,Mjölby,60-69,3006,2844,2819,0.946108,0.937791
5,Östergötland,586,Mjölby,70-79,2965,2865,2843,0.966273,0.958853
5,Östergötland,586,Mjölby,80-89,1287,1231,1209,0.956488,0.939394
5,Östergötland,586,Mjölby,90 eller äldre,304,286,279,0.940789,0.917763
6,Jönköping,604,Aneby,16-17,208,124,18,0.596154,0.086538
6,Jönköping,604,Aneby,18-29,818,549,356,0.671149,0.435208
6,Jönköping,604,Aneby,30-39,877,652,544,0.743444,0.620296
6,Jönköping,604,Aneby,40-49,729,618,572,0.847737,0.784636
6,Jönköping,604,Aneby,50-59,887,795,758,0.89628,0.854566
6,Jönköping,604,Aneby,60-69,929,853,834,0.918192,0.89774
6,Jönköping,604,Aneby,70-79,714,682,666,0.955182,0.932773
6,Jönköping,604,Aneby,80-89,313,300,240,0.958466,0.766773
6,Jönköping,604,Aneby,90 eller äldre,65,63,55,0.969231,0.846154
6,Jönköping,617,Gnosjö,16-17,414,252,17,0.608696,0.041063
6,Jönköping,617,Gnosjö,18-29,1199,734,385,0.612177,0.321101
6,Jönköping,617,Gnosjö,30-39,1161,747,618,0.643411,0.5323
6,Jönköping,617,Gnosjö,40-49,1231,996,888,0.809098,0.721365
6,Jönköping,617,Gnosjö,50-59,1307,1146,1092,0.876817,0.835501
6,Jönköping,617,Gnosjö,60-69,1084,995,971,0.917897,0.895756
6,Jönköping,617,Gnosjö,70-79,963,915,897,0.950156,0.931464
6,Jönköping,617,Gnosjö,80-89,405,384,368,0.948148,0.908642
6,Jönköping,617,Gnosjö,90 eller äldre,110,100,84,0.909091,0.763636
6,Jönköping,642,Mullsjö,16-17,282,161,12,0.570922,0.042553
6,Jönköping,642,Mullsjö,18-29,882,576,280,0.653061,0.31746
6,Jönköping,642,Mullsjö,30-39,872,660,514,0.756881,0.58945
6,Jönköping,642,Mullsjö,40-49,869,726,642,0.835443,0.73878
6,Jönköping,642,Mullsjö,50-59,884,789,751,0.892534,0.849548
6,Jönköping,642,Mullsjö,60-69,865,811,797,0.937572,0.921387
6,Jönköping,642,Mullsjö,70-79,945,898,784,0.950265,0.82963
6,Jönköping,642,Mullsjö,80-89,326,313,299,0.960123,0.917178
6,Jönköping,642,Mullsjö,90 eller äldre,89,83,71,0.932584,0.797753
6,Jönköping,643,Habo,16-17,528,358,26,0.67803,0.049242
6,Jönköping,643,Habo,18-29,1279,882,426,0.689601,0.333073
6,Jönköping,643,Habo,30-39,1791,1501,1256,0.838079,0.701284
6,Jönköping,643,Habo,40-49,1697,1483,1384,0.873895,0.815557
6,Jönköping,643,Habo,50-59,1390,1210,1162,0.870504,0.835971
6,Jönköping,643,Habo,60-69,1203,1130,1101,0.939318,0.915212
6,Jönköping,643,Habo,70-79,1139,1098,1077,0.964004,0.945566
6,Jönköping,643,Habo,80-89,436,422,409,0.96789,0.938073
6,Jönköping,643,Habo,90 eller äldre,71,67,64,0.943662,0.901408
6,Jönköping,662,Gislaved,16-17,1127,709,77,0.629104,0.068323
6,Jönköping,662,Gislaved,18-29,3969,2227,1317,0.561099,0.331822
6,Jönköping,662,Gislaved,30-39,3368,2262,1853,0.671615,0.550178
6,Jönköping,662,Gislaved,40-49,3663,2898,2601,0.791155,0.710074
6,Jönköping,662,Gislaved,50-59,4161,3622,3434,0.870464,0.825282
6,Jönköping,662,Gislaved,60-69,3351,3057,2991,0.912265,0.892569
6,Jönköping,662,Gislaved,70-79,2818,2669,2612,0.947126,0.926899
6,Jönköping,662,Gislaved,80-89,1409,1324,1262,0.939674,0.895671
6,Jönköping,662,Gislaved,90 eller äldre,321,299,269,0.931464,0.838006
6,Jönköping,665,Vaggeryd,16-17,559,351,28,0.627907,0.050089
6,Jönköping,665,Vaggeryd,18-29,1799,1056,628,0.586993,0.349083
6,Jönköping,665,Vaggeryd,30-39,1954,1399,1164,0.715967,0.595701
6,Jönköping,665,Vaggeryd,40-49,1829,1486,1337,0.812466,0.731001
6,Jönköping,665,Vaggeryd,50-59,1776,1526,1448,0.859234,0.815315
6,Jönköping,665,Vaggeryd,60-69,1601,1446,1417,0.903186,0.885072
6,Jönköping,665,Vaggeryd,70-79,1405,1335,1313,0.950178,0.93452
6,Jönköping,665,Vaggeryd,80-89,599,567,554,0.946578,0.924875
6,Jönköping,665,Vaggeryd,90 eller äldre,140,130,127,0.928571,0.907143
6,Jönköping,680,Jönköping,16-17,4730,2882,251,0.609302,0.053066
6,Jönköping,680,Jönköping,18-29,25003,17041,10190,0.681558,0.407551
6,Jönköping,680,Jönköping,30-39,18950,13395,10714,0.70686,0.565383
6,Jönköping,680,Jönköping,40-49,17275,14327,12940,0.829349,0.749059
6,Jönköping,680,Jönköping,50-59,17042,15013,14287,0.880941,0.838341
6,Jönköping,680,Jönköping,60-69,13580,12527,12215,0.922459,0.899485
6,Jönköping,680,Jönköping,70-79,12739,12198,11966,0.957532,0.93932
6,Jönköping,680,Jönköping,80-89,6104,5818,5568,0.953145,0.912189
6,Jönköping,680,Jönköping,90 eller äldre,1493,1411,1351,0.945077,0.904889
6,Jönköping,682,Nässjö,16-17,1187,629,75,0.529907,0.063184
6,Jönköping,682,Nässjö,18-29,4280,2650,1542,0.619159,0.36028
6,Jönköping,682,Nässjö,30-39,3930,2781,2195,0.707634,0.558524
6,Jönköping,682,Nässjö,40-49,3568,2880,2586,0.807175,0.724776
6,Jönköping,682,Nässjö,50-59,4023,3550,3342,0.882426,0.830723
6,Jönköping,682,Nässjö,60-69,3557,3309,3213,0.930278,0.903289
6,Jönköping,682,Nässjö,70-79,3243,3106,3032,0.957755,0.934937
6,Jönköping,682,Nässjö,80-89,1438,1370,1300,0.952712,0.904033
6,Jönköping,682,Nässjö,90 eller äldre,374,340,319,0.909091,0.852941
6,Jönköping,683,Värnamo,16-17,1260,743,58,0.589683,0.046032
6,Jönköping,683,Värnamo,18-29,4629,2963,1735,0.640095,0.374811
6,Jönköping,683,Värnamo,30-39,4126,3052,2478,0.739699,0.600582
6,Jönköping,683,Värnamo,40-49,4119,3429,3148,0.832484,0.764263
6,Jönköping,683,Värnamo,50-59,4706,4167,3972,0.885465,0.844029
6,Jönköping,683,Värnamo,60-69,4161,3861,3782,0.927902,0.908916
6,Jönköping,683,Värnamo,70-79,3393,3242,3167,0.955497,0.933392
6,Jönköping,683,Värnamo,80-89,1692,1601,1335,0.946217,0.789007
6,Jönköping,683,Värnamo,90 eller äldre,369,344,268,0.932249,0.726287
6,Jönköping,684,Sävsjö,16-17,448,262,16,0.584821,0.035714
6,Jönköping,684,Sävsjö,18-29,1545,859,550,0.555987,0.355987
6,Jönköping,684,Sävsjö,30-39,1249,868,720,0.694956,0.576461
6,Jönköping,684,Sävsjö,40-49,1341,1004,885,0.748695,0.659955
6,Jönköping,684,Sävsjö,50-59,1501,1276,1206,0.8501,0.803464
6,Jönköping,684,Sävsjö,60-69,1291,1166,1141,0.903176,0.883811
6,Jönköping,684,Sävsjö,70-79,1309,1224,1205,0.935065,0.92055
6,Jönköping,684,Sävsjö,80-89,630,590,566,0.936508,0.898413
6,Jönköping,684,Sävsjö,90 eller äldre,150,142,127,0.946667,0.846667
6,Jönköping,685,Vetlanda,16-17,915,608,68,0.664481,0.074317
6,Jönköping,685,Vetlanda,18-29,3569,2358,1494,0.660689,0.418605
6,Jönköping,685,Vetlanda,30-39,3083,2253,1879,0.730782,0.609471
6,Jönköping,685,Vetlanda,40-49,3107,2579,2370,0.830061,0.762794
6,Jönköping,685,Vetlanda,50-59,3611,3216,3090,0.890612,0.855719
6,Jönköping,685,Vetlanda,60-69,3270,3042,2727,0.930275,0.833945
6,Jönköping,685,Vetlanda,70-79,3129,3010,2430,0.961969,0.776606
6,Jönköping,685,Vetlanda,80-89,1488,1431,1393,0.961694,0.936156
6,Jönköping,685,Vetlanda,90 eller äldre,368,337,323,0.915761,0.877717
6,Jönköping,686,Eksjö,16-17,604,406,54,0.672185,0.089404
6,Jönköping,686,Eksjö,18-29,2346,1610,1079,0.686275,0.459932
6,Jönköping,686,Eksjö,30-39,2044,1572,1318,0.76908,0.644814
6,Jönköping,686,Eksjö,40-49,1941,1622,1488,0.835652,0.766615
6,Jönköping,686,Eksjö,50-59,2261,1995,1905,0.882353,0.842548
6,Jönköping,686,Eksjö,60-69,2302,2150,2110,0.93397,0.916594
6,Jönköping,686,Eksjö,70-79,2020,1941,1886,0.960891,0.933663
6,Jönköping,686,Eksjö,80-89,984,928,900,0.943089,0.914634
6,Jönköping,686,Eksjö,90 eller äldre,241,226,215,0.937759,0.892116
6,Jönköping,687,Tranås,16-17,703,485,31,0.6899,0.044097
6,Jönköping,687,Tranås,18-29,2623,1853,996,0.706443,0.379718
6,Jönköping,687,Tranås,30-39,2113,1612,1336,0.762896,0.632276
6,Jönköping,687,Tranås,40-49,2153,1828,1696,0.849048,0.787738
6,Jönköping,687,Tranås,50-59,2372,2133,2050,0.899241,0.86425
6,Jönköping,687,Tranås,60-69,2046,1923,1891,0.939883,0.924242
6,Jönköping,687,Tranås,70-79,2185,2122,2106,0.971167,0.963844
6,Jönköping,687,Tranås,80-89,1157,1110,1094,0.959378,0.945549
6,Jönköping,687,Tranås,90 eller äldre,276,260,252,0.942029,0.913043
7,Kronoberg,760,Uppvidinge,16-17,333,145,15,0.435435,0.045045
7,Kronoberg,760,Uppvidinge,18-29,1194,670,436,0.561139,0.365159
7,Kronoberg,760,Uppvidinge,30-39,1105,701,502,0.634389,0.454299
7,Kronoberg,760,Uppvidinge,40-49,1103,842,743,0.763373,0.673617
7,Kronoberg,760,Uppvidinge,50-59,1264,1052,1002,0.832278,0.792722
7,Kronoberg,760,Uppvidinge,60-69,1109,1007,982,0.908025,0.885482
7,Kronoberg,760,Uppvidinge,70-79,1070,985,963,0.920561,0.9
7,Kronoberg,760,Uppvidinge,80-89,497,461,449,0.927565,0.903421
7,Kronoberg,760,Uppvidinge,90 eller äldre,149,135,129,0.90604,0.865772
7,Kronoberg,761,Lessebo,16-17,336,156,13,0.464286,0.03869
7,Kronoberg,761,Lessebo,18-29,1041,628,389,0.603266,0.373679
7,Kronoberg,761,Lessebo,30-39,956,672,481,0.702929,0.503138
7,Kronoberg,761,Lessebo,40-49,1032,833,709,0.807171,0.687016
7,Kronoberg,761,Lessebo,50-59,1049,894,847,0.85224,0.807436
7,Kronoberg,761,Lessebo,60-69,1004,924,907,0.920319,0.903386
7,Kronoberg,761,Lessebo,70-79,1005,948,925,0.943284,0.920398
7,Kronoberg,761,Lessebo,80-89,425,396,374,0.931765,0.88
7,Kronoberg,761,Lessebo,90 eller äldre,104,91,80,0.875,0.769231
7,Kronoberg,763,Tingsryd,16-17,395,215,25,0.544304,0.063291
7,Kronoberg,763,Tingsryd,18-29,1432,857,574,0.598464,0.400838
7,Kronoberg,763,Tingsryd,30-39,1276,921,688,0.721787,0.539185
7,Kronoberg,763,Tingsryd,40-49,1347,1067,963,0.792131,0.714922
7,Kronoberg,763,Tingsryd,50-59,1647,1395,1344,0.846995,0.816029
7,Kronoberg,763,Tingsryd,60-69,1738,1583,1553,0.910817,0.893556
7,Kronoberg,763,Tingsryd,70-79,1557,1450,1427,0.931278,0.916506
7,Kronoberg,763,Tingsryd,80-89,797,754,734,0.946048,0.920954
7,Kronoberg,763,Tingsryd,90 eller äldre,227,206,199,0.907489,0.876652
7,Kronoberg,764,Alvesta,16-17,777,425,42,0.546976,0.054054
7,Kronoberg,764,Alvesta,18-29,2470,1466,921,0.593522,0.372874
7,Kronoberg,764,Alvesta,30-39,2421,1679,1182,0.693515,0.488228
7,Kronoberg,764,Alvesta,40-49,2423,1888,1650,0.779199,0.680974
7,Kronoberg,764,Alvesta,50-59,2416,2053,1943,0.849752,0.804222
7,Kronoberg,764,Alvesta,60-69,2409,2190,2143,0.909091,0.889581
7,Kronoberg,764,Alvesta,70-79,2041,1922,1884,0.941695,0.923077
7,Kronoberg,764,Alvesta,80-89,990,931,895,0.940404,0.90404
7,Kronoberg,764,Alvesta,90 eller äldre,255,232,220,0.909804,0.862745
7,Kronoberg,765,Älmhult,16-17,658,394,53,0.598784,0.080547
7,Kronoberg,765,Älmhult,18-29,2109,1352,814,0.641062,0.385965
7,Kronoberg,765,Älmhult,30-39,2450,1790,1277,0.730612,0.521224
7,Kronoberg,765,Älmhult,40-49,2388,1942,1725,0.813233,0.722362
7,Kronoberg,765,Älmhult,50-59,2183,1880,1785,0.8612,0.817682
7,Kronoberg,765,Älmhult,60-69,1823,1658,1618,0.90949,0.887548
7,Kronoberg,765,Älmhult,70-79,1626,1535,1512,0.944034,0.929889
7,Kronoberg,765,Älmhult,80-89,807,758,737,0.939281,0.913259
7,Kronoberg,765,Älmhult,90 eller äldre,201,178,171,0.885572,0.850746
7,Kronoberg,767,Markaryd,16-17,366,137,19,0.374317,0.051913
7,Kronoberg,767,Markaryd,18-29,1319,654,449,0.49583,0.340409
7,Kronoberg,767,Markaryd,30-39,1178,708,531,0.601019,0.450764
7,Kronoberg,767,Markaryd,40-49,1164,855,774,0.734536,0.664948
7,Kronoberg,767,Markaryd,50-59,1360,1120,1071,0.823529,0.7875
7,Kronoberg,767,Markaryd,60-69,1208,1075,1041,0.889901,0.861755
7,Kronoberg,767,Markaryd,70-79,1204,1091,1068,0.906146,0.887043
7,Kronoberg,767,Markaryd,80-89,597,548,531,0.917923,0.889447
7,Kronoberg,767,Markaryd,90 eller äldre,147,135,126,0.918367,0.857143
7,Kronoberg,780,Växjö,16-17,3271,1887,162,0.576888,0.049526
7,Kronoberg,780,Växjö,18-29,17028,11939,6983,0.701139,0.410089
7,Kronoberg,780,Växjö,30-39,12631,9139,5948,0.723537,0.470905
7,Kronoberg,780,Växjö,40-49,11374,9430,8356,0.829084,0.734658
7,Kronoberg,780,Växjö,50-59,10760,9511,9005,0.883922,0.836896
7,Kronoberg,780,Växjö,60-69,9091,8368,8179,0.920471,0.899681
7,Kronoberg,780,Växjö,70-79,8489,8074,7966,0.951113,0.938391
7,Kronoberg,780,Växjö,80-89,3892,3677,3596,0.944758,0.923947
7,Kronoberg,780,Växjö,90 eller äldre,882,786,751,0.891156,0.851474
7,Kronoberg,781,Ljungby,16-17,1000,579,76,0.579,0.076
7,Kronoberg,781,Ljungby,18-29,3579,2203,1520,0.615535,0.4247
7,Kronoberg,781,Ljungby,30-39,3340,2176,1615,0.651497,0.483533
7,Kronoberg,781,Ljungby,40-49,3409,2623,2322,0.769434,0.681138
7,Kronoberg,781,Ljungby,50-59,3902,3358,3087,0.860584,0.791133
7,Kronoberg,781,Ljungby,60-69,3349,3075,2989,0.918185,0.892505
7,Kronoberg,781,Ljungby,70-79,3181,3005,2947,0.944671,0.926438
7,Kronoberg,781,Ljungby,80-89,1566,1455,1424,0.929119,0.909323
7,Kronoberg,781,Ljungby,90 eller äldre,365,331,320,0.906849,0.876712
8,Kalmar,821,Högsby,16-17,188,75,7,0.398936,0.037234
8,Kalmar,821,Högsby,18-29,641,295,213,0.460218,0.332293
8,Kalmar,821,Högsby,30-39,580,326,267,0.562069,0.460345
8,Kalmar,821,Högsby,40-49,615,430,374,0.699187,0.60813
8,Kalmar,821,Högsby,50-59,773,622,589,0.804657,0.761966
8,Kalmar,821,Högsby,60-69,883,780,760,0.883352,0.860702
8,Kalmar,821,Högsby,70-79,694,634,627,0.913545,0.903458
8,Kalmar,821,Högsby,80-89,321,289,282,0.900312,0.878505
8,Kalmar,821,Högsby,90 eller äldre,65,60,60,0.923077,0.923077
8,Kalmar,834,Torsås,16-17,256,150,18,0.585938,0.070313
8,Kalmar,834,Torsås,18-29,751,462,327,0.61518,0.435419
8,Kalmar,834,Torsås,30-39,696,489,398,0.702586,0.571839
8,Kalmar,834,Torsås,40-49,781,604,547,0.773367,0.700384
8,Kalmar,834,Torsås,50-59,1028,867,837,0.843385,0.814202
8,Kalmar,834,Torsås,60-69,1009,925,904,0.916749,0.895937
8,Kalmar,834,Torsås,70-79,1001,943,934,0.942058,0.933067
8,Kalmar,834,Torsås,80-89,413,384,373,0.929782,0.903148
8,Kalmar,834,Torsås,90 eller äldre,96,84,82,0.875,0.854167
8,Kalmar,840,Mörbylånga,16-17,487,335,42,0.687885,0.086242
8,Kalmar,840,Mörbylånga,18-29,1428,973,727,0.681373,0.509104
8,Kalmar,840,Mörbylånga,30-39,1699,1429,1254,0.841083,0.738081
8,Kalmar,840,Mörbylånga,40-49,1859,1659,1571,0.892415,0.845078
8,Kalmar,840,Mörbylånga,50-59,1938,1751,1691,0.903509,0.872549
8,Kalmar,840,Mörbylånga,60-69,2134,2059,2020,0.964855,0.946579
8,Kalmar,840,Mörbylånga,70-79,2172,2104,2066,0.968692,0.951197
8,Kalmar,840,Mörbylånga,80-89,807,773,751,0.957869,0.930607
8,Kalmar,840,Mörbylånga,90 eller äldre,140,128,120,0.914286,0.857143
8,Kalmar,860,Hultsfred,16-17,466,227,24,0.487124,0.051502
8,Kalmar,860,Hultsfred,18-29,1664,980,622,0.588942,0.373798
8,Kalmar,860,Hultsfred,30-39,1416,934,762,0.659605,0.538136
8,Kalmar,860,Hultsfred,40-49,1435,1104,978,0.769338,0.681533
8,Kalmar,860,Hultsfred,50-59,1941,1650,1574,0.850077,0.810922
8,Kalmar,860,Hultsfred,60-69,1987,1802,1767,0.906895,0.88928
8,Kalmar,860,Hultsfred,70-79,1770,1637,1604,0.924859,0.906215
8,Kalmar,860,Hultsfred,80-89,875,824,806,0.941714,0.921143
8,Kalmar,860,Hultsfred,90 eller äldre,196,180,178,0.918367,0.908163
8,Kalmar,861,Mönsterås,16-17,423,231,28,0.546099,0.066194
8,Kalmar,861,Mönsterås,18-29,1590,962,713,0.605031,0.448428
8,Kalmar,861,Mönsterås,30-39,1454,994,838,0.683631,0.576341
8,Kalmar,861,Mönsterås,40-49,1460,1165,1044,0.797945,0.715068
8,Kalmar,861,Mönsterås,50-59,1793,1565,1513,0.872839,0.843837
8,Kalmar,861,Mönsterås,60-69,1765,1645,1606,0.932011,0.909915
8,Kalmar,861,Mönsterås,70-79,1658,1587,1573,0.957177,0.948733
8,Kalmar,861,Mönsterås,80-89,760,724,711,0.952632,0.935526
8,Kalmar,861,Mönsterås,90 eller äldre,157,143,139,0.910828,0.88535
8,Kalmar,862,Emmaboda,16-17,319,164,19,0.514107,0.059561
8,Kalmar,862,Emmaboda,18-29,1066,639,417,0.599437,0.391182
8,Kalmar,862,Emmaboda,30-39,974,650,525,0.667351,0.539014
8,Kalmar,862,Emmaboda,40-49,1018,787,691,0.773084,0.678782
8,Kalmar,862,Emmaboda,50-59,1294,1130,1081,0.873261,0.835394
8,Kalmar,862,Emmaboda,60-69,1295,1168,1151,0.901931,0.888803
8,Kalmar,862,Emmaboda,70-79,1166,1103,1093,0.945969,0.937393
8,Kalmar,862,Emmaboda,80-89,596,566,560,0.949664,0.939597
8,Kalmar,862,Emmaboda,90 eller äldre,139,121,115,0.870504,0.827338
8,Kalmar,880,Kalmar,16-17,2247,1508,227,0.671117,0.101024
8,Kalmar,880,Kalmar,18-29,11876,9074,7146,0.764062,0.601718
8,Kalmar,880,Kalmar,30-39,9236,7240,6387,0.783889,0.691533
8,Kalmar,880,Kalmar,40-49,8413,7202,6778,0.856056,0.805658
8,Kalmar,880,Kalmar,50-59,8548,7771,7537,0.909102,0.881727
8,Kalmar,880,Kalmar,60-69,7269,6772,6668,0.931627,0.91732
8,Kalmar,880,Kalmar,70-79,6665,6398,6301,0.95994,0.945386
8,Kalmar,880,Kalmar,80-89,3150,2998,2919,0.951746,0.926667
8,Kalmar,880,Kalmar,90 eller äldre,704,658,636,0.934659,0.903409
8,Kalmar,881,Nybro,16-17,639,375,56,0.586854,0.087637
8,Kalmar,881,Nybro,18-29,2491,1593,1184,0.639502,0.475311
8,Kalmar,881,Nybro,30-39,2452,1748,1516,0.712887,0.618271
8,Kalmar,881,Nybro,40-49,2161,1746,1593,0.807959,0.737159
8,Kalmar,881,Nybro,50-59,2715,2357,2286,0.86814,0.841989
8,Kalmar,881,Nybro,60-69,2416,2225,2193,0.920944,0.907699
8,Kalmar,881,Nybro,70-79,2389,2240,2203,0.937631,0.922143
8,Kalmar,881,Nybro,80-89,1257,1181,1164,0.939539,0.926014
