Län,Län_namn,Kommun,Kommun_namn,Ålder,Befolkning,Antal minst 1 dos,Antal färdigvaccinerade,Andel minst 1 dos,Andel färdigvaccinerade,,
01,Stockholm,0114,Upplands Väsby,16-17,1122,632,226,0.563280,0.201426,,
01,Stockholm,0114,Upplands Väsby,18-29,6428,4020,2941,0.625389,0.457530,,
01,Stockholm,0114,Upplands Väsby,30-39,7088,4854,4067,0.684819,0.573787,,
01,Stockholm,0114,Upplands Väsby,40-49,6802,5257,4872,0.772861,0.716260,,
01,Stockholm,0114,Upplands Väsby,50-59,6185,5336,5134,0.862732,0.830073,,
01,Stockholm,0114,Upplands Väsby,60-69,4177,3713,3553,0.888915,0.850610,,
01,Stockholm,0114,Upplands Väsby,70-79,4096,3789,3666,0.925049,0.895020,,
01,Stockholm,0114,Upplands Väsby,80-89,1810,1699,1635,0.938674,0.903315,,
01,Stockholm,0114,Upplands Väsby,90 eller äldre,344,318,293,0.924419,0.851744,,
01,Stockholm,0115,Vallentuna,16-17,1033,704,289,0.681510,0.279768,,
01,Stockholm,0115,Vallentuna,18-29,4276,2988,2224,0.698784,0.520112,,
01,Stockholm,0115,Vallentuna,30-39,4077,3259,2855,0.799362,0.700270,,
01,Stockholm,0115,Vallentuna,40-49,5267,4641,4365,0.881147,0.828745,,
01,Stockholm,0115,Vallentuna,50-59,4875,4384,4223,0.899282,0.866256,,
01,Stockholm,0115,Vallentuna,60-69,3156,2855,2616,0.904626,0.828897,,
01,Stockholm,0115,Vallentuna,70-79,2696,2579,2482,0.956602,0.920623,,
01,Stockholm,0115,Vallentuna,80-89,1343,1291,1181,0.961281,0.879375,,
01,Stockholm,0115,Vallentuna,90 eller äldre,265,234,212,0.883019,0.800000,,
01,Stockholm,0117,Österåker,16-17,1361,963,385,0.707568,0.282880,,
01,Stockholm,0117,Österåker,18-29,5859,4384,3251,0.748251,0.554873,,
01,Stockholm,0117,Österåker,30-39,5487,4546,3938,0.828504,0.717696,,
01,Stockholm,0117,Österåker,40-49,6599,5683,5360,0.861191,0.812244,,
01,Stockholm,0117,Österåker,50-59,6887,6253,6015,0.907943,0.873385,,
01,Stockholm,0117,Österåker,60-69,4418,4098,3937,0.927569,0.891127,,
01,Stockholm,0117,Österåker,70-79,4632,4453,4328,0.961356,0.934370,,
01,Stockholm,0117,Österåker,80-89,1931,1822,1776,0.943553,0.919731,,
01,Stockholm,0117,Österåker,90 eller äldre,376,357,340,0.949468,0.904255,,
01,Stockholm,0120,Värmdö,16-17,1251,886,275,0.708233,0.219824,,
01,Stockholm,0120,Värmdö,18-29,5646,4005,2801,0.709352,0.496103,,
01,Stockholm,0120,Värmdö,30-39,5355,4312,3637,0.805229,0.679178,,
01,Stockholm,0120,Värmdö,40-49,6591,5721,5347,0.868002,0.811258,,
01,Stockholm,0120,Värmdö,50-59,6805,6131,5876,0.900955,0.863483,,
01,Stockholm,0120,Värmdö,60-69,4717,4412,4252,0.935340,0.901420,,
01,Stockholm,0120,Värmdö,70-79,4312,4055,3927,0.940399,0.910714,,
01,Stockholm,0120,Värmdö,80-89,1563,1506,1448,0.963532,0.926424,,
01,Stockholm,0120,Värmdö,90 eller äldre,305,277,267,0.908197,0.875410,,
01,Stockholm,0123,Järfälla,16-17,2046,1166,456,0.569892,0.222874,,
01,Stockholm,0123,Järfälla,18-29,11903,7389,5469,0.620768,0.459464,,
01,Stockholm,0123,Järfälla,30-39,12367,8291,7038,0.670413,0.569095,,
01,Stockholm,0123,Järfälla,40-49,11351,8916,8231,0.785481,0.725134,,
01,Stockholm,0123,Järfälla,50-59,9994,8607,8266,0.861217,0.827096,,
01,Stockholm,0123,Järfälla,60-69,7284,6480,6264,0.889621,0.859967,,
01,Stockholm,0123,Järfälla,70-79,6540,6079,5928,0.929511,0.906422,,
01,Stockholm,0123,Järfälla,80-89,3318,3112,3044,0.937914,0.917420,,
01,Stockholm,0123,Järfälla,90 eller äldre,744,663,642,0.891129,0.862903,,
01,Stockholm,0125,Ekerö,16-17,911,603,261,0.661910,0.286498,,
01,Stockholm,0125,Ekerö,18-29,3059,2083,1422,0.680941,0.464858,,
01,Stockholm,0125,Ekerö,30-39,2925,2328,1988,0.795897,0.679658,,
01,Stockholm,0125,Ekerö,40-49,4490,3833,3575,0.853675,0.796214,,
01,Stockholm,0125,Ekerö,50-59,4341,3830,3675,0.882285,0.846579,,
01,Stockholm,0125,Ekerö,60-69,2796,2593,2526,0.927396,0.903433,,
01,Stockholm,0125,Ekerö,70-79,2634,2484,2435,0.943052,0.924450,,
01,Stockholm,0125,Ekerö,80-89,1150,1097,1071,0.953913,0.931304,,
01,Stockholm,0125,Ekerö,90 eller äldre,231,221,212,0.956710,0.917749,,
01,Stockholm,0126,Huddinge,16-17,3086,1766,617,0.572262,0.199935,,
01,Stockholm,0126,Huddinge,18-29,16701,10416,7662,0.623675,0.458775,,
01,Stockholm,0126,Huddinge,30-39,16403,10939,9238,0.666890,0.563190,,
01,Stockholm,0126,Huddinge,40-49,16947,13325,12362,0.786275,0.729451,,
01,Stockholm,0126,Huddinge,50-59,15038,12612,11970,0.838675,0.795984,,
01,Stockholm,0126,Huddinge,60-69,9926,8510,8130,0.857344,0.819061,,
01,Stockholm,0126,Huddinge,70-79,7698,7013,6839,0.911016,0.888413,,
01,Stockholm,0126,Huddinge,80-89,3412,3144,3065,0.921454,0.898300,,
01,Stockholm,0126,Huddinge,90 eller äldre,757,673,643,0.889036,0.849406,,
01,Stockholm,0127,Botkyrka,16-17,2449,964,290,0.393630,0.118416,,
01,Stockholm,0127,Botkyrka,18-29,14775,6828,4610,0.462132,0.312014,,
01,Stockholm,0127,Botkyrka,30-39,13668,7342,5808,0.537167,0.424934,,
01,Stockholm,0127,Botkyrka,40-49,13883,9204,8151,0.662969,0.587121,,
01,Stockholm,0127,Botkyrka,50-59,12213,9493,8888,0.777286,0.727749,,
01,Stockholm,0127,Botkyrka,60-69,8563,6867,6456,0.801939,0.753941,,
01,Stockholm,0127,Botkyrka,70-79,6823,5999,5770,0.879232,0.845669,,
01,Stockholm,0127,Botkyrka,80-89,2823,2499,2402,0.885228,0.850868,,
01,Stockholm,0127,Botkyrka,90 eller äldre,552,473,449,0.856884,0.813406,,
01,Stockholm,0128,Salem,16-17,534,326,112,0.610487,0.209738,,
01,Stockholm,0128,Salem,18-29,2211,1403,969,0.634555,0.438263,,
01,Stockholm,0128,Salem,30-39,2004,1373,1121,0.685130,0.559381,,
01,Stockholm,0128,Salem,40-49,2411,1974,1838,0.818747,0.762339,,
01,Stockholm,0128,Salem,50-59,2357,2088,2004,0.885872,0.850233,,
01,Stockholm,0128,Salem,60-69,1336,1181,1134,0.883982,0.848802,,
01,Stockholm,0128,Salem,70-79,1503,1424,1391,0.947438,0.925482,,
01,Stockholm,0128,Salem,80-89,814,784,767,0.963145,0.942260,,
01,Stockholm,0128,Salem,90 eller äldre,155,140,134,0.903226,0.864516,,
01,Stockholm,0136,Haninge,16-17,2221,1161,388,0.522738,0.174696,,
01,Stockholm,0136,Haninge,18-29,13998,8529,6151,0.609301,0.439420,,
01,Stockholm,0136,Haninge,30-39,14360,9406,7769,0.655014,0.541017,,
01,Stockholm,0136,Haninge,40-49,13332,9970,9172,0.747825,0.687969,,
01,Stockholm,0136,Haninge,50-59,11757,9859,9380,0.838564,0.797823,,
01,Stockholm,0136,Haninge,60-69,7953,6835,6521,0.859424,0.819942,,
01,Stockholm,0136,Haninge,70-79,7483,6842,6638,0.914339,0.887077,,
01,Stockholm,0136,Haninge,80-89,3153,2870,2759,0.910244,0.875040,,
01,Stockholm,0136,Haninge,90 eller äldre,525,472,444,0.899048,0.845714,,
01,Stockholm,0138,Tyresö,16-17,1456,974,352,0.668956,0.241758,,
01,Stockholm,0138,Tyresö,18-29,6486,4437,3282,0.684089,0.506013,,
01,Stockholm,0138,Tyresö,30-39,5827,4424,3819,0.759224,0.655397,,
01,Stockholm,0138,Tyresö,40-49,6977,5987,5573,0.858105,0.798767,,
01,Stockholm,0138,Tyresö,50-59,7293,6459,6215,0.885644,0.852187,,
01,Stockholm,0138,Tyresö,60-69,4352,3884,3732,0.892463,0.857537,,
01,Stockholm,0138,Tyresö,70-79,4093,3878,3760,0.947471,0.918642,,
01,Stockholm,0138,Tyresö,80-89,2139,2034,1970,0.950912,0.920991,,
01,Stockholm,0138,Tyresö,90 eller äldre,432,394,371,0.912037,0.858796,,
01,Stockholm,0139,Upplands-Bro,16-17,747,455,184,0.609103,0.246319,,
01,Stockholm,0139,Upplands-Bro,18-29,4290,2717,1897,0.633333,0.442191,,
01,Stockholm,0139,Upplands-Bro,30-39,4478,3016,2510,0.673515,0.560518,,
01,Stockholm,0139,Upplands-Bro,40-49,4229,3322,3049,0.785528,0.720974,,
01,Stockholm,0139,Upplands-Bro,50-59,3705,3134,2971,0.845884,0.801889,,
01,Stockholm,0139,Upplands-Bro,60-69,2697,2357,2265,0.873934,0.839822,,
01,Stockholm,0139,Upplands-Bro,70-79,2516,2341,2279,0.930445,0.905803,,
01,Stockholm,0139,Upplands-Bro,80-89,942,882,860,0.936306,0.912951,,
01,Stockholm,0139,Upplands-Bro,90 eller äldre,198,182,167,0.919192,0.843434,,
01,Stockholm,0140,Nykvarn,16-17,321,194,71,0.604361,0.221184,,
01,Stockholm,0140,Nykvarn,18-29,1320,912,651,0.690909,0.493182,,
01,Stockholm,0140,Nykvarn,30-39,1374,1119,982,0.814410,0.714702,,
01,Stockholm,0140,Nykvarn,40-49,1641,1408,1317,0.858013,0.802559,,
01,Stockholm,0140,Nykvarn,50-59,1621,1487,1436,0.917335,0.885873,,
01,Stockholm,0140,Nykvarn,60-69,1043,969,939,0.929051,0.900288,,
01,Stockholm,0140,Nykvarn,70-79,1029,980,962,0.952381,0.934888,,
01,Stockholm,0140,Nykvarn,80-89,436,413,398,0.947248,0.912844,,
01,Stockholm,0140,Nykvarn,90 eller äldre,51,47,39,0.921569,0.764706,,
01,Stockholm,0160,Täby,16-17,2117,1612,624,0.761455,0.294757,,
01,Stockholm,0160,Täby,18-29,9421,7428,5820,0.788451,0.617769,,
01,Stockholm,0160,Täby,30-39,7829,6662,5914,0.850939,0.755397,,
01,Stockholm,0160,Täby,40-49,10508,9516,9077,0.905596,0.863818,,
01,Stockholm,0160,Täby,50-59,10473,9670,9405,0.923327,0.898023,,
01,Stockholm,0160,Täby,60-69,6630,6182,5923,0.932428,0.893363,,
01,Stockholm,0160,Täby,70-79,7011,6677,6491,0.952361,0.925831,,
01,Stockholm,0160,Täby,80-89,3572,3432,3350,0.960806,0.937850,,
01,Stockholm,0160,Täby,90 eller äldre,871,810,783,0.929966,0.898967,,
01,Stockholm,0162,Danderyd,16-17,1130,904,367,0.800000,0.324779,,
01,Stockholm,0162,Danderyd,18-29,4381,3403,2614,0.776763,0.596667,,
01,Stockholm,0162,Danderyd,30-39,2925,2344,2088,0.801368,0.713846,,
01,Stockholm,0162,Danderyd,40-49,4457,4035,3852,0.905317,0.864258,,
01,Stockholm,0162,Danderyd,50-59,4804,4429,4294,0.921940,0.893838,,
01,Stockholm,0162,Danderyd,60-69,3084,2858,2760,0.926719,0.894942,,
01,Stockholm,0162,Danderyd,70-79,3098,2966,2888,0.957392,0.932214,,
01,Stockholm,0162,Danderyd,80-89,1795,1709,1651,0.952089,0.919777,,
01,Stockholm,0162,Danderyd,90 eller äldre,573,522,466,0.910995,0.813264,,
01,Stockholm,0163,Sollentuna,16-17,2201,1529,640,0.694684,0.290777,,
01,Stockholm,0163,Sollentuna,18-29,9880,6937,5366,0.702126,0.543117,,
01,Stockholm,0163,Sollentuna,30-39,9619,7363,6462,0.765464,0.671795,,
01,Stockholm,0163,Sollentuna,40-49,10764,9119,8607,0.847176,0.799610,,
01,Stockholm,0163,Sollentuna,50-59,10452,9354,9063,0.894948,0.867107,,
01,Stockholm,0163,Sollentuna,60-69,6866,6147,5959,0.895281,0.867900,,
01,Stockholm,0163,Sollentuna,70-79,5778,5439,5289,0.941329,0.915369,,
01,Stockholm,0163,Sollentuna,80-89,2802,2642,2562,0.942898,0.914347,,
01,Stockholm,0163,Sollentuna,90 eller äldre,660,605,585,0.916667,0.886364,,
01,Stockholm,0180,Stockholm,16-17,18820,11495,3864,0.610786,0.205313,,
01,Stockholm,0180,Stockholm,18-29,146003,108712,84631,0.744587,0.579652,,
01,Stockholm,0180,Stockholm,30-39,179202,134977,118764,0.753211,0.662738,,
01,Stockholm,0180,Stockholm,40-49,136356,110066,102286,0.807196,0.750139,,
01,Stockholm,0180,Stockholm,50-59,120627,103772,99036,0.860272,0.821010,,
01,Stockholm,0180,Stockholm,60-69,95689,84626,81250,0.884386,0.849105,,
01,Stockholm,0180,Stockholm,70-79,73035,66800,64746,0.914630,0.886506,,
01,Stockholm,0180,Stockholm,80-89,30347,27921,27035,0.920058,0.890862,,
01,Stockholm,0180,Stockholm,90 eller äldre,9577,8587,8112,0.896627,0.847029,,
01,Stockholm,0181,Södertälje,16-17,2538,897,259,0.353428,0.102049,,
01,Stockholm,0181,Södertälje,18-29,15312,7373,5136,0.481518,0.335423,,
01,Stockholm,0181,Södertälje,30-39,14748,7932,6429,0.537836,0.435924,,
01,Stockholm,0181,Södertälje,40-49,13284,8623,7676,0.649127,0.577838,,
01,Stockholm,0181,Södertälje,50-59,13461,10599,9977,0.787386,0.741178,,
01,Stockholm,0181,Södertälje,60-69,9835,8174,7767,0.831113,0.789731,,
01,Stockholm,0181,Södertälje,70-79,7669,6960,6741,0.907550,0.878993,,
01,Stockholm,0181,Södertälje,80-89,3964,3636,3532,0.917255,0.891019,,
01,Stockholm,0181,Södertälje,90 eller äldre,823,725,691,0.880923,0.839611,,
01,Stockholm,0182,Nacka,16-17,3005,2137,837,0.711148,0.278536,,
01,Stockholm,0182,Nacka,18-29,13565,10030,7552,0.739403,0.556727,,
01,Stockholm,0182,Nacka,30-39,13707,10958,9541,0.799446,0.696068,,
01,Stockholm,0182,Nacka,40-49,16023,13983,13169,0.872683,0.821881,,
01,Stockholm,0182,Nacka,50-59,14605,13139,12609,0.899623,0.863334,,
01,Stockholm,0182,Nacka,60-69,9665,8839,8533,0.914537,0.882876,,
01,Stockholm,0182,Nacka,70-79,9007,8552,8311,0.949484,0.922727,,
01,Stockholm,0182,Nacka,80-89,3797,3609,3487,0.950487,0.918357,,
01,Stockholm,0182,Nacka,90 eller äldre,1011,952,906,0.941642,0.896142,,
01,Stockholm,0183,Sundbyberg,16-17,859,432,175,0.502910,0.203725,,
01,Stockholm,0183,Sundbyberg,18-29,8200,5991,4607,0.730610,0.561829,,
01,Stockholm,0183,Sundbyberg,30-39,11649,8258,7133,0.708902,0.612327,,
01,Stockholm,0183,Sundbyberg,40-49,7315,5648,5192,0.772112,0.709774,,
01,Stockholm,0183,Sundbyberg,50-59,5822,4958,4766,0.851597,0.818619,,
01,Stockholm,0183,Sundbyberg,60-69,4662,4055,3898,0.869798,0.836122,,
01,Stockholm,0183,Sundbyberg,70-79,3325,3027,2928,0.910376,0.880602,,
01,Stockholm,0183,Sundbyberg,80-89,1279,1180,1139,0.922596,0.890539,,
01,Stockholm,0183,Sundbyberg,90 eller äldre,363,324,298,0.892562,0.820937,,
01,Stockholm,0184,Solna,16-17,1142,710,259,0.621716,0.226795,,
01,Stockholm,0184,Solna,18-29,13334,10521,8523,0.789036,0.639193,,
01,Stockholm,0184,Solna,30-39,18519,13771,12170,0.743615,0.657163,,
01,Stockholm,0184,Solna,40-49,11018,8916,8358,0.809221,0.758577,,
01,Stockholm,0184,Solna,50-59,8953,7804,7500,0.871663,0.837708,,
01,Stockholm,0184,Solna,60-69,7285,6407,6192,0.879478,0.849966,,
01,Stockholm,0184,Solna,70-79,6322,5743,5550,0.908415,0.877887,,
01,Stockholm,0184,Solna,80-89,2827,2605,2472,0.921472,0.874425,,
01,Stockholm,0184,Solna,90 eller äldre,847,771,726,0.910272,0.857143,,
01,Stockholm,0186,Lidingö,16-17,1445,1050,341,0.726644,0.235986,,
01,Stockholm,0186,Lidingö,18-29,5965,4501,3385,0.754568,0.567477,,
01,Stockholm,0186,Lidingö,30-39,5224,4185,3683,0.801110,0.705015,,
01,Stockholm,0186,Lidingö,40-49,6791,5946,5580,0.875571,0.821676,,
01,Stockholm,0186,Lidingö,50-59,6431,5836,5655,0.907479,0.879334,,
01,Stockholm,0186,Lidingö,60-69,4829,4437,4323,0.918824,0.895216,,
01,Stockholm,0186,Lidingö,70-79,4869,4659,4512,0.956870,0.926679,,
01,Stockholm,0186,Lidingö,80-89,2414,2291,2216,0.949047,0.917978,,
01,Stockholm,0186,Lidingö,90 eller äldre,778,730,699,0.938303,0.898458,,
01,Stockholm,0187,Vaxholm,16-17,384,268,103,0.697917,0.268229,,
01,Stockholm,0187,Vaxholm,18-29,1333,1024,751,0.768192,0.563391,,
01,Stockholm,0187,Vaxholm,30-39,1017,826,691,0.812193,0.679449,,
01,Stockholm,0187,Vaxholm,40-49,1661,1491,1401,0.897652,0.843468,,
01,Stockholm,0187,Vaxholm,50-59,1822,1700,1647,0.933041,0.903952,,
01,Stockholm,0187,Vaxholm,60-69,1356,1282,1239,0.945428,0.913717,,
01,Stockholm,0187,Vaxholm,70-79,1501,1447,1399,0.964024,0.932045,,
01,Stockholm,0187,Vaxholm,80-89,468,455,441,0.972222,0.942308,,
01,Stockholm,0187,Vaxholm,90 eller äldre,117,111,108,0.948718,0.923077,,
01,Stockholm,0188,Norrtälje,16-17,1284,807,314,0.628505,0.244548,,
01,Stockholm,0188,Norrtälje,18-29,7643,5518,4113,0.721968,0.538139,,
01,Stockholm,0188,Norrtälje,30-39,7389,5591,4704,0.756665,0.636622,,
01,Stockholm,0188,Norrtälje,40-49,6762,5680,5278,0.839988,0.780538,,
01,Stockholm,0188,Norrtälje,50-59,8569,7790,7441,0.909091,0.868363,,
01,Stockholm,0188,Norrtälje,60-69,8435,8036,7660,0.952697,0.908121,,
01,Stockholm,0188,Norrtälje,70-79,8978,8683,8485,0.967142,0.945088,,
01,Stockholm,0188,Norrtälje,80-89,3909,3763,3679,0.962650,0.941161,,
01,Stockholm,0188,Norrtälje,90 eller äldre,941,871,839,0.925611,0.891605,,
01,Stockholm,0191,Sigtuna,16-17,1245,630,208,0.506024,0.167068,,
01,Stockholm,0191,Sigtuna,18-29,7172,4159,2924,0.579894,0.407697,,
01,Stockholm,0191,Sigtuna,30-39,7413,4468,3721,0.602725,0.501956,,
01,Stockholm,0191,Sigtuna,40-49,6959,5155,4696,0.740767,0.674810,,
01,Stockholm,0191,Sigtuna,50-59,6641,5589,5352,0.841590,0.805903,,
01,Stockholm,0191,Sigtuna,60-69,4359,3807,3663,0.873365,0.840330,,
01,Stockholm,0191,Sigtuna,70-79,3426,3193,3133,0.931991,0.914478,,
01,Stockholm,0191,Sigtuna,80-89,1848,1742,1683,0.942641,0.910714,,
01,Stockholm,0191,Sigtuna,90 eller äldre,300,272,249,0.906667,0.830000,,
01,Stockholm,0192,Nynäshamn,16-17,633,338,117,0.533965,0.184834,,
01,Stockholm,0192,Nynäshamn,18-29,3550,2226,1574,0.627042,0.443380,,
01,Stockholm,0192,Nynäshamn,30-39,3719,2522,2043,0.678139,0.549341,,
01,Stockholm,0192,Nynäshamn,40-49,3520,2724,2481,0.773864,0.704830,,
01,Stockholm,0192,Nynäshamn,50-59,3999,3533,3361,0.883471,0.840460,,
01,Stockholm,0192,Nynäshamn,60-69,3222,2910,2749,0.903166,0.853197,,
01,Stockholm,0192,Nynäshamn,70-79,3347,3139,3034,0.937855,0.906483,,
01,Stockholm,0192,Nynäshamn,80-89,1474,1385,1333,0.939620,0.904342,,
01,Stockholm,0192,Nynäshamn,90 eller äldre,291,280,265,0.962199,0.910653,,
03,Uppsala,0305,Håbo,16-17,627,496,428,0.791069,0.682616,,
03,Uppsala,0305,Håbo,18-29,2799,2044,1691,0.730261,0.604144,,
03,Uppsala,0305,Håbo,30-39,2646,2091,1899,0.790249,0.717687,,
03,Uppsala,0305,Håbo,40-49,3112,2700,2591,0.867609,0.832584,,
03,Uppsala,0305,Håbo,50-59,3268,2965,2908,0.907283,0.889841,,
03,Uppsala,0305,Håbo,60-69,2017,1886,1845,0.935052,0.914725,,
03,Uppsala,0305,Håbo,70-79,2201,2093,2036,0.950931,0.925034,,
03,Uppsala,0305,Håbo,80-89,810,781,750,0.964198,0.925926,,
03,Uppsala,0305,Håbo,90 eller äldre,138,124,108,0.898551,0.782609,,
03,Uppsala,0319,Älvkarleby,16-17,219,185,166,0.844749,0.757991,,
03,Uppsala,0319,Älvkarleby,18-29,1099,781,650,0.710646,0.591447,,
03,Uppsala,0319,Älvkarleby,30-39,1087,869,772,0.799448,0.710212,,
03,Uppsala,0319,Älvkarleby,40-49,1084,974,892,0.898524,0.822878,,
03,Uppsala,0319,Älvkarleby,50-59,1307,1227,1196,0.938791,0.915073,,
03,Uppsala,0319,Älvkarleby,60-69,1212,1146,1121,0.945545,0.924917,,
03,Uppsala,0319,Älvkarleby,70-79,1179,1134,1111,0.961832,0.942324,,
03,Uppsala,0319,Älvkarleby,80-89,521,493,477,0.946257,0.915547,,
03,Uppsala,0319,Älvkarleby,90 eller äldre,125,114,108,0.912000,0.864000,,
03,Uppsala,0330,Knivsta,16-17,622,533,448,0.856913,0.720257,,
03,Uppsala,0330,Knivsta,18-29,2354,1911,1604,0.811810,0.681393,,
03,Uppsala,0330,Knivsta,30-39,2718,2387,2164,0.878219,0.796174,,
03,Uppsala,0330,Knivsta,40-49,3006,2751,2581,0.915170,0.858616,,
03,Uppsala,0330,Knivsta,50-59,2325,2214,2136,0.952258,0.918710,,
03,Uppsala,0330,Knivsta,60-69,1551,1465,1317,0.944552,0.849130,,
03,Uppsala,0330,Knivsta,70-79,1434,1390,1302,0.969317,0.907950,,
03,Uppsala,0330,Knivsta,80-89,501,478,456,0.954092,0.910180,,
03,Uppsala,0330,Knivsta,90 eller äldre,116,113,108,0.974138,0.931034,,
03,Uppsala,0331,Heby,16-17,284,228,200,0.802817,0.704225,,
03,Uppsala,0331,Heby,18-29,1807,1309,1088,0.724405,0.602103,,
03,Uppsala,0331,Heby,30-39,1692,1370,1281,0.809693,0.757092,,
03,Uppsala,0331,Heby,40-49,1451,1253,1200,0.863542,0.827016,,
03,Uppsala,0331,Heby,50-59,1870,1716,1675,0.917647,0.895722,,
03,Uppsala,0331,Heby,60-69,1874,1777,1738,0.948239,0.927428,,
03,Uppsala,0331,Heby,70-79,1710,1630,1574,0.953216,0.920468,,
03,Uppsala,0331,Heby,80-89,846,812,760,0.959811,0.898345,,
03,Uppsala,0331,Heby,90 eller äldre,198,185,174,0.934343,0.878788,,
03,Uppsala,0360,Tierp,16-17,477,380,331,0.796646,0.693920,,
03,Uppsala,0360,Tierp,18-29,2716,2046,1797,0.753314,0.661635,,
03,Uppsala,0360,Tierp,30-39,2532,2046,1890,0.808057,0.746445,,
03,Uppsala,0360,Tierp,40-49,2363,2051,1959,0.867964,0.829031,,
03,Uppsala,0360,Tierp,50-59,2857,2619,2582,0.916696,0.903745,,
03,Uppsala,0360,Tierp,60-69,2563,2436,2400,0.950449,0.936403,,
03,Uppsala,0360,Tierp,70-79,2570,2467,2434,0.959922,0.947082,,
03,Uppsala,0360,Tierp,80-89,1197,1144,1125,0.955723,0.939850,,
03,Uppsala,0360,Tierp,90 eller äldre,337,306,291,0.908012,0.863501,,
03,Uppsala,0380,Uppsala,16-17,5006,4174,3570,0.833799,0.713144,,
03,Uppsala,0380,Uppsala,18-29,45908,38763,33575,0.844363,0.731354,,
03,Uppsala,0380,Uppsala,30-39,36061,29006,26716,0.804359,0.740856,,
03,Uppsala,0380,Uppsala,40-49,28269,25115,24047,0.888429,0.850649,,
03,Uppsala,0380,Uppsala,50-59,25822,24009,23361,0.929789,0.904694,,
03,Uppsala,0380,Uppsala,60-69,21832,20518,19882,0.939813,0.910682,,
03,Uppsala,0380,Uppsala,70-79,19986,19176,18300,0.959472,0.915641,,
03,Uppsala,0380,Uppsala,80-89,8488,8123,7386,0.956998,0.870170,,
03,Uppsala,0380,Uppsala,90 eller äldre,2329,2190,2030,0.940318,0.871619,,
03,Uppsala,0381,Enköping,16-17,1096,908,797,0.828467,0.727190,,
03,Uppsala,0381,Enköping,18-29,6225,4763,4053,0.765141,0.651084,,
03,Uppsala,0381,Enköping,30-39,6032,4918,4471,0.815318,0.741214,,
03,Uppsala,0381,Enköping,40-49,5317,4668,4453,0.877939,0.837502,,
03,Uppsala,0381,Enköping,50-59,6209,5766,5633,0.928652,0.907231,,
03,Uppsala,0381,Enköping,60-69,5123,4840,4707,0.944759,0.918798,,
03,Uppsala,0381,Enköping,70-79,4805,4603,4464,0.957960,0.929032,,
03,Uppsala,0381,Enköping,80-89,2254,2142,2054,0.950311,0.911269,,
03,Uppsala,0381,Enköping,90 eller äldre,548,510,482,0.930657,0.879562,,
03,Uppsala,0382,Östhammar,16-17,467,400,351,0.856531,0.751606,,
03,Uppsala,0382,Östhammar,18-29,2570,2016,1754,0.784436,0.682490,,
03,Uppsala,0382,Östhammar,30-39,2480,2103,1961,0.847984,0.790726,,
03,Uppsala,0382,Östhammar,40-49,2299,2041,1976,0.887777,0.859504,,
03,Uppsala,0382,Östhammar,50-59,2875,2700,2663,0.939130,0.926261,,
03,Uppsala,0382,Östhammar,60-69,3059,2980,2948,0.974175,0.963714,,
03,Uppsala,0382,Östhammar,70-79,3164,3087,3027,0.975664,0.956700,,
03,Uppsala,0382,Östhammar,80-89,1390,1333,1293,0.958993,0.930216,,
03,Uppsala,0382,Östhammar,90 eller äldre,355,329,316,0.926761,0.890141,,
04,Södermanland,0428,Vingåker,16-17,242,159,114,0.657025,0.471074,,
04,Södermanland,0428,Vingåker,18-29,1180,813,711,0.688983,0.602542,,
04,Södermanland,0428,Vingåker,30-39,895,723,659,0.807821,0.736313,,
04,Södermanland,0428,Vingåker,40-49,978,820,778,0.838446,0.795501,,
04,Södermanland,0428,Vingåker,50-59,1190,1086,1056,0.912605,0.887395,,
04,Södermanland,0428,Vingåker,60-69,1226,1141,1124,0.930669,0.916803,,
04,Södermanland,0428,Vingåker,70-79,1279,1207,1192,0.943706,0.931978,,
04,Södermanland,0428,Vingåker,80-89,500,476,470,0.952000,0.940000,,
04,Södermanland,0428,Vingåker,90 eller äldre,115,108,105,0.939130,0.913043,,
04,Södermanland,0461,Gnesta,16-17,272,167,115,0.613971,0.422794,,
04,Södermanland,0461,Gnesta,18-29,1265,887,715,0.701186,0.565217,,
04,Södermanland,0461,Gnesta,30-39,1331,1040,902,0.781367,0.677686,,
04,Södermanland,0461,Gnesta,40-49,1474,1202,1112,0.815468,0.754410,,
04,Södermanland,0461,Gnesta,50-59,1482,1286,1232,0.867746,0.831309,,
04,Södermanland,0461,Gnesta,60-69,1366,1241,1216,0.908492,0.890190,,
04,Södermanland,0461,Gnesta,70-79,1456,1387,1349,0.952610,0.926511,,
04,Södermanland,0461,Gnesta,80-89,562,530,505,0.943060,0.898577,,
04,Södermanland,0461,Gnesta,90 eller äldre,113,103,102,0.911504,0.902655,,
04,Södermanland,0480,Nyköping,16-17,1380,956,648,0.692754,0.469565,,
04,Södermanland,0480,Nyköping,18-29,7203,5313,4422,0.737609,0.613911,,
04,Södermanland,0480,Nyköping,30-39,6995,5467,4930,0.781558,0.704789,,
04,Södermanland,0480,Nyköping,40-49,6620,5768,5458,0.871299,0.824471,,
04,Södermanland,0480,Nyköping,50-59,7133,6495,6291,0.910557,0.881957,,
04,Södermanland,0480,Nyköping,60-69,6476,6130,6019,0.946572,0.929432,,
04,Södermanland,0480,Nyköping,70-79,6854,6577,6468,0.959586,0.943683,,
04,Södermanland,0480,Nyköping,80-89,3384,3289,3216,0.971927,0.950355,,
