Län,Län_namn,Kommun,Kommun_namn,Ålder,Befolkning,Antal minst 1 dos,Antal färdigvaccinerade,Andel minst 1 dos,Andel färdigvaccinerade,,
14,Västra Götaland,1441,Lerum,40-49,6302,5593,5045,0.887496,0.800540,,
14,Västra Götaland,1441,Lerum,50-59,5957,5372,5082,0.901796,0.853114,,
14,Västra Götaland,1441,Lerum,60-69,3927,3670,3531,0.934556,0.899160,,
14,Västra Götaland,1441,Lerum,70-79,3794,3663,3582,0.965472,0.944122,,
14,Västra Götaland,1441,Lerum,80-89,1914,1843,1743,0.962905,0.910658,,
14,Västra Götaland,1441,Lerum,90 eller äldre,414,395,362,0.954106,0.874396,,
14,Västra Götaland,1442,Vårgårda,16-17,274,208,6,0.759124,0.021898,,
14,Västra Götaland,1442,Vårgårda,18-29,1544,1071,719,0.693653,0.465674,,
14,Västra Götaland,1442,Vårgårda,30-39,1491,1176,884,0.788732,0.592891,,
14,Västra Götaland,1442,Vårgårda,40-49,1426,1211,1044,0.849229,0.732118,,
14,Västra Götaland,1442,Vårgårda,50-59,1559,1379,1295,0.884541,0.830661,,
14,Västra Götaland,1442,Vårgårda,60-69,1394,1267,1202,0.908895,0.862267,,
14,Västra Götaland,1442,Vårgårda,70-79,1279,1212,1159,0.947615,0.906177,,
14,Västra Götaland,1442,Vårgårda,80-89,547,511,488,0.934186,0.892139,,
14,Västra Götaland,1442,Vårgårda,90 eller äldre,128,118,108,0.921875,0.843750,,
14,Västra Götaland,1443,Bollebygd,16-17,236,192,11,0.813559,0.046610,,
14,Västra Götaland,1443,Bollebygd,18-29,1083,816,590,0.753463,0.544783,,
14,Västra Götaland,1443,Bollebygd,30-39,1146,897,714,0.782723,0.623037,,
14,Västra Götaland,1443,Bollebygd,40-49,1275,1098,984,0.861176,0.771765,,
14,Västra Götaland,1443,Bollebygd,50-59,1297,1164,1099,0.897456,0.847340,,
14,Västra Götaland,1443,Bollebygd,60-69,1061,979,943,0.922714,0.888784,,
14,Västra Götaland,1443,Bollebygd,70-79,1038,986,966,0.949904,0.930636,,
14,Västra Götaland,1443,Bollebygd,80-89,423,407,383,0.962175,0.905437,,
14,Västra Götaland,1443,Bollebygd,90 eller äldre,104,89,85,0.855769,0.817308,,
14,Västra Götaland,1444,Grästorp,16-17,120,91,16,0.758333,0.133333,,
14,Västra Götaland,1444,Grästorp,18-29,679,531,381,0.782032,0.561119,,
14,Västra Götaland,1444,Grästorp,30-39,601,498,402,0.828619,0.668885,,
14,Västra Götaland,1444,Grästorp,40-49,642,536,482,0.834891,0.750779,,
14,Västra Götaland,1444,Grästorp,50-59,843,755,725,0.895611,0.860024,,
14,Västra Götaland,1444,Grästorp,60-69,743,703,687,0.946164,0.924630,,
14,Västra Götaland,1444,Grästorp,70-79,725,687,680,0.947586,0.937931,,
14,Västra Götaland,1444,Grästorp,80-89,351,341,333,0.971510,0.948718,,
14,Västra Götaland,1444,Grästorp,90 eller äldre,97,92,85,0.948454,0.876289,,
14,Västra Götaland,1445,Essunga,16-17,110,85,6,0.772727,0.054545,,
14,Västra Götaland,1445,Essunga,18-29,622,422,305,0.678457,0.490354,,
14,Västra Götaland,1445,Essunga,30-39,641,469,376,0.731669,0.586583,,
14,Västra Götaland,1445,Essunga,40-49,616,521,458,0.845779,0.743506,,
14,Västra Götaland,1445,Essunga,50-59,777,653,620,0.840412,0.797941,,
14,Västra Götaland,1445,Essunga,60-69,757,700,667,0.924703,0.881110,,
14,Västra Götaland,1445,Essunga,70-79,749,703,686,0.938585,0.915888,,
14,Västra Götaland,1445,Essunga,80-89,338,324,307,0.958580,0.908284,,
14,Västra Götaland,1445,Essunga,90 eller äldre,82,72,71,0.878049,0.865854,,
14,Västra Götaland,1446,Karlsborg,16-17,164,122,5,0.743902,0.030488,,
14,Västra Götaland,1446,Karlsborg,18-29,790,621,456,0.786076,0.577215,,
14,Västra Götaland,1446,Karlsborg,30-39,743,597,483,0.803499,0.650067,,
14,Västra Götaland,1446,Karlsborg,40-49,739,635,586,0.859269,0.792963,,
14,Västra Götaland,1446,Karlsborg,50-59,892,805,794,0.902466,0.890135,,
14,Västra Götaland,1446,Karlsborg,60-69,895,867,849,0.968715,0.948603,,
14,Västra Götaland,1446,Karlsborg,70-79,1138,1088,1062,0.956063,0.933216,,
14,Västra Götaland,1446,Karlsborg,80-89,468,446,435,0.952991,0.929487,,
14,Västra Götaland,1446,Karlsborg,90 eller äldre,115,106,98,0.921739,0.852174,,
14,Västra Götaland,1447,Gullspång,16-17,110,71,21,0.645455,0.190909,,
14,Västra Götaland,1447,Gullspång,18-29,534,324,230,0.606742,0.430712,,
14,Västra Götaland,1447,Gullspång,30-39,451,306,239,0.678492,0.529933,,
14,Västra Götaland,1447,Gullspång,40-49,476,381,335,0.800420,0.703782,,
14,Västra Götaland,1447,Gullspång,50-59,740,639,600,0.863514,0.810811,,
14,Västra Götaland,1447,Gullspång,60-69,864,783,758,0.906250,0.877315,,
14,Västra Götaland,1447,Gullspång,70-79,840,768,755,0.914286,0.898810,,
14,Västra Götaland,1447,Gullspång,80-89,364,338,333,0.928571,0.914835,,
14,Västra Götaland,1447,Gullspång,90 eller äldre,93,83,80,0.892473,0.860215,,
14,Västra Götaland,1452,Tranemo,16-17,266,198,12,0.744361,0.045113,,
14,Västra Götaland,1452,Tranemo,18-29,1441,916,727,0.635670,0.504511,,
14,Västra Götaland,1452,Tranemo,30-39,1364,970,818,0.711144,0.599707,,
14,Västra Götaland,1452,Tranemo,40-49,1382,1117,1024,0.808249,0.740955,,
14,Västra Götaland,1452,Tranemo,50-59,1632,1473,1418,0.902574,0.868873,,
14,Västra Götaland,1452,Tranemo,60-69,1435,1327,1306,0.924739,0.910105,,
14,Västra Götaland,1452,Tranemo,70-79,1468,1389,1366,0.946185,0.930518,,
14,Västra Götaland,1452,Tranemo,80-89,683,643,620,0.941435,0.907760,,
14,Västra Götaland,1452,Tranemo,90 eller äldre,184,170,160,0.923913,0.869565,,
14,Västra Götaland,1460,Bengtsfors,16-17,204,134,22,0.656863,0.107843,,
14,Västra Götaland,1460,Bengtsfors,18-29,1109,813,362,0.733093,0.326420,,
14,Västra Götaland,1460,Bengtsfors,30-39,966,696,329,0.720497,0.340580,,
14,Västra Götaland,1460,Bengtsfors,40-49,965,808,485,0.837306,0.502591,,
14,Västra Götaland,1460,Bengtsfors,50-59,1299,1152,1075,0.886836,0.827560,,
14,Västra Götaland,1460,Bengtsfors,60-69,1292,1172,1124,0.907121,0.869969,,
14,Västra Götaland,1460,Bengtsfors,70-79,1459,1395,1353,0.956134,0.927347,,
14,Västra Götaland,1460,Bengtsfors,80-89,651,601,574,0.923195,0.881720,,
14,Västra Götaland,1460,Bengtsfors,90 eller äldre,224,211,203,0.941964,0.906250,,
14,Västra Götaland,1461,Mellerud,16-17,173,105,8,0.606936,0.046243,,
14,Västra Götaland,1461,Mellerud,18-29,1169,767,340,0.656116,0.290847,,
14,Västra Götaland,1461,Mellerud,30-39,1010,739,323,0.731683,0.319802,,
14,Västra Götaland,1461,Mellerud,40-49,908,726,404,0.799559,0.444934,,
14,Västra Götaland,1461,Mellerud,50-59,1204,1035,939,0.859635,0.779900,,
14,Västra Götaland,1461,Mellerud,60-69,1288,1189,1131,0.923137,0.878106,,
14,Västra Götaland,1461,Mellerud,70-79,1259,1174,1133,0.932486,0.899921,,
14,Västra Götaland,1461,Mellerud,80-89,611,561,549,0.918167,0.898527,,
14,Västra Götaland,1461,Mellerud,90 eller äldre,176,160,158,0.909091,0.897727,,
14,Västra Götaland,1462,Lilla Edet,16-17,295,163,60,0.552542,0.203390,,
14,Västra Götaland,1462,Lilla Edet,18-29,1831,1136,863,0.620426,0.471327,,
14,Västra Götaland,1462,Lilla Edet,30-39,1996,1368,1146,0.685371,0.574148,,
14,Västra Götaland,1462,Lilla Edet,40-49,1663,1270,1110,0.763680,0.667468,,
14,Västra Götaland,1462,Lilla Edet,50-59,1946,1694,1598,0.870504,0.821172,,
14,Västra Götaland,1462,Lilla Edet,60-69,1690,1516,1475,0.897041,0.872781,,
14,Västra Götaland,1462,Lilla Edet,70-79,1456,1361,1338,0.934753,0.918956,,
14,Västra Götaland,1462,Lilla Edet,80-89,597,555,536,0.929648,0.897822,,
14,Västra Götaland,1462,Lilla Edet,90 eller äldre,142,129,125,0.908451,0.880282,,
14,Västra Götaland,1463,Mark,16-17,839,581,51,0.692491,0.060787,,
14,Västra Götaland,1463,Mark,18-29,4434,2964,2099,0.668471,0.473387,,
14,Västra Götaland,1463,Mark,30-39,4037,2853,2221,0.706713,0.550161,,
14,Västra Götaland,1463,Mark,40-49,4140,3320,2973,0.801932,0.718116,,
14,Västra Götaland,1463,Mark,50-59,4697,4082,3845,0.869065,0.818608,,
14,Västra Götaland,1463,Mark,60-69,4226,3854,3706,0.911973,0.876952,,
14,Västra Götaland,1463,Mark,70-79,3949,3718,3635,0.941504,0.920486,,
14,Västra Götaland,1463,Mark,80-89,1879,1773,1713,0.943587,0.911655,,
14,Västra Götaland,1463,Mark,90 eller äldre,505,466,449,0.922772,0.889109,,
14,Västra Götaland,1465,Svenljunga,16-17,201,141,.,0.701493,.,,
14,Västra Götaland,1465,Svenljunga,18-29,1200,748,.,0.623333,.,,
14,Västra Götaland,1465,Svenljunga,30-39,1251,819,657,0.654676,0.525180,,
14,Västra Götaland,1465,Svenljunga,40-49,1154,916,828,0.793761,0.717504,,
14,Västra Götaland,1465,Svenljunga,50-59,1463,1283,1237,0.876965,0.845523,,
14,Västra Götaland,1465,Svenljunga,60-69,1433,1308,1288,0.912770,0.898814,,
14,Västra Götaland,1465,Svenljunga,70-79,1425,1348,1324,0.945965,0.929123,,
14,Västra Götaland,1465,Svenljunga,80-89,596,555,542,0.931208,0.909396,,
14,Västra Götaland,1465,Svenljunga,90 eller äldre,141,130,121,0.921986,0.858156,,
14,Västra Götaland,1466,Herrljunga,16-17,189,126,.,0.666667,.,,
14,Västra Götaland,1466,Herrljunga,18-29,1236,844,.,0.682848,.,,
14,Västra Götaland,1466,Herrljunga,30-39,1102,818,629,0.742287,0.570780,,
14,Västra Götaland,1466,Herrljunga,40-49,1016,837,775,0.823819,0.762795,,
14,Västra Götaland,1466,Herrljunga,50-59,1300,1145,1103,0.880769,0.848462,,
14,Västra Götaland,1466,Herrljunga,60-69,1208,1112,1069,0.920530,0.884934,,
14,Västra Götaland,1466,Herrljunga,70-79,1168,1102,1061,0.943493,0.908390,,
14,Västra Götaland,1466,Herrljunga,80-89,528,495,474,0.937500,0.897727,,
14,Västra Götaland,1466,Herrljunga,90 eller äldre,135,126,118,0.933333,0.874074,,
14,Västra Götaland,1470,Vara,16-17,352,267,12,0.758523,0.034091,,
14,Västra Götaland,1470,Vara,18-29,2047,1473,1099,0.719590,0.536883,,
14,Västra Götaland,1470,Vara,30-39,1822,1355,1079,0.743688,0.592206,,
14,Västra Götaland,1470,Vara,40-49,1928,1551,1406,0.804461,0.729253,,
14,Västra Götaland,1470,Vara,50-59,2117,1890,1798,0.892773,0.849315,,
14,Västra Götaland,1470,Vara,60-69,2126,1967,1891,0.925212,0.889464,,
14,Västra Götaland,1470,Vara,70-79,1876,1782,1730,0.949893,0.922175,,
14,Västra Götaland,1470,Vara,80-89,918,866,846,0.943355,0.921569,,
14,Västra Götaland,1470,Vara,90 eller äldre,217,207,195,0.953917,0.898618,,
14,Västra Götaland,1471,Götene,16-17,295,217,17,0.735593,0.057627,,
14,Västra Götaland,1471,Götene,18-29,1442,1017,625,0.705270,0.433426,,
14,Västra Götaland,1471,Götene,30-39,1427,1147,856,0.803784,0.599860,,
14,Västra Götaland,1471,Götene,40-49,1470,1258,1086,0.855782,0.738776,,
14,Västra Götaland,1471,Götene,50-59,1861,1705,1623,0.916174,0.872112,,
14,Västra Götaland,1471,Götene,60-69,1841,1725,1681,0.936991,0.913091,,
14,Västra Götaland,1471,Götene,70-79,1724,1646,1617,0.954756,0.937935,,
14,Västra Götaland,1471,Götene,80-89,752,713,703,0.948138,0.934840,,
14,Västra Götaland,1471,Götene,90 eller äldre,169,156,148,0.923077,0.875740,,
14,Västra Götaland,1472,Tibro,16-17,261,164,.,0.628352,.,,
14,Västra Götaland,1472,Tibro,18-29,1429,920,.,0.643807,.,,
14,Västra Götaland,1472,Tibro,30-39,1370,999,759,0.729197,0.554015,,
14,Västra Götaland,1472,Tibro,40-49,1214,965,834,0.794893,0.686985,,
14,Västra Götaland,1472,Tibro,50-59,1517,1316,1237,0.867502,0.815425,,
14,Västra Götaland,1472,Tibro,60-69,1322,1202,1164,0.909228,0.880484,,
14,Västra Götaland,1472,Tibro,70-79,1326,1261,1225,0.950980,0.923831,,
14,Västra Götaland,1472,Tibro,80-89,741,701,678,0.946019,0.914980,,
14,Västra Götaland,1472,Tibro,90 eller äldre,168,156,142,0.928571,0.845238,,
14,Västra Götaland,1473,Töreboda,16-17,224,131,15,0.584821,0.066964,,
14,Västra Götaland,1473,Töreboda,18-29,1130,740,500,0.654867,0.442478,,
14,Västra Götaland,1473,Töreboda,30-39,1022,701,531,0.685910,0.519569,,
14,Västra Götaland,1473,Töreboda,40-49,1001,789,692,0.788212,0.691309,,
14,Västra Götaland,1473,Töreboda,50-59,1253,1077,1019,0.859537,0.813248,,
14,Västra Götaland,1473,Töreboda,60-69,1320,1220,1194,0.924242,0.904545,,
14,Västra Götaland,1473,Töreboda,70-79,1211,1136,1119,0.938068,0.924030,,
14,Västra Götaland,1473,Töreboda,80-89,517,504,492,0.974855,0.951644,,
14,Västra Götaland,1473,Töreboda,90 eller äldre,144,132,123,0.916667,0.854167,,
14,Västra Götaland,1480,Göteborg,16-17,11490,5811,604,0.505744,0.052567,,
14,Västra Götaland,1480,Göteborg,18-29,100332,72345,56820,0.721056,0.566320,,
14,Västra Götaland,1480,Göteborg,30-39,103002,72910,59933,0.707850,0.581862,,
14,Västra Götaland,1480,Göteborg,40-49,75370,58235,51274,0.772655,0.680297,,
14,Västra Götaland,1480,Göteborg,50-59,68788,57745,53731,0.839463,0.781110,,
14,Västra Götaland,1480,Göteborg,60-69,55722,49256,47077,0.883960,0.844855,,
14,Västra Götaland,1480,Göteborg,70-79,44530,40941,39634,0.919403,0.890052,,
14,Västra Götaland,1480,Göteborg,80-89,19840,18304,17562,0.922581,0.885181,,
14,Västra Götaland,1480,Göteborg,90 eller äldre,5698,5087,4749,0.892769,0.833450,,
14,Västra Götaland,1481,Mölndal,16-17,1665,1142,98,0.685886,0.058859,,
14,Västra Götaland,1481,Mölndal,18-29,10283,7975,6323,0.775552,0.614898,,
14,Västra Götaland,1481,Mölndal,30-39,10593,8449,7051,0.797602,0.665628,,
14,Västra Götaland,1481,Mölndal,40-49,9906,8522,7661,0.860287,0.773370,,
14,Västra Götaland,1481,Mölndal,50-59,9110,8121,7649,0.891438,0.839627,,
14,Västra Götaland,1481,Mölndal,60-69,6599,6048,5829,0.916503,0.883316,,
14,Västra Götaland,1481,Mölndal,70-79,5272,4976,4782,0.943854,0.907056,,
14,Västra Götaland,1481,Mölndal,80-89,2596,2456,2207,0.946071,0.850154,,
14,Västra Götaland,1481,Mölndal,90 eller äldre,673,623,570,0.925706,0.846954,,
14,Västra Götaland,1482,Kungälv,16-17,1139,772,264,0.677788,0.231782,,
14,Västra Götaland,1482,Kungälv,18-29,6063,4521,3435,0.745670,0.566551,,
14,Västra Götaland,1482,Kungälv,30-39,6047,4878,3969,0.806681,0.656359,,
14,Västra Götaland,1482,Kungälv,40-49,5855,5098,4601,0.870709,0.785824,,
14,Västra Götaland,1482,Kungälv,50-59,6431,5840,5567,0.908101,0.865651,,
14,Västra Götaland,1482,Kungälv,60-69,5027,4715,4589,0.937935,0.912870,,
14,Västra Götaland,1482,Kungälv,70-79,4666,4482,4401,0.960566,0.943206,,
14,Västra Götaland,1482,Kungälv,80-89,2397,2311,2240,0.964122,0.934501,,
14,Västra Götaland,1482,Kungälv,90 eller äldre,590,546,523,0.925424,0.886441,,
14,Västra Götaland,1484,Lysekil,16-17,280,213,50,0.760714,0.178571,,
14,Västra Götaland,1484,Lysekil,18-29,1526,1088,827,0.712975,0.541940,,
14,Västra Götaland,1484,Lysekil,30-39,1395,1081,892,0.774910,0.639427,,
14,Västra Götaland,1484,Lysekil,40-49,1457,1274,1172,0.874399,0.804393,,
14,Västra Götaland,1484,Lysekil,50-59,1945,1767,1685,0.908483,0.866324,,
14,Västra Götaland,1484,Lysekil,60-69,2157,2045,1999,0.948076,0.926750,,
14,Västra Götaland,1484,Lysekil,70-79,2167,2084,2048,0.961698,0.945085,,
14,Västra Götaland,1484,Lysekil,80-89,1028,978,958,0.951362,0.931907,,
14,Västra Götaland,1484,Lysekil,90 eller äldre,273,256,236,0.937729,0.864469,,
14,Västra Götaland,1485,Uddevalla,16-17,1286,947,220,0.736392,0.171073,,
14,Västra Götaland,1485,Uddevalla,18-29,7890,5561,4254,0.704816,0.539163,,
14,Västra Götaland,1485,Uddevalla,30-39,7177,5404,4417,0.752961,0.615438,,
14,Västra Götaland,1485,Uddevalla,40-49,6654,5615,5092,0.843853,0.765254,,
14,Västra Götaland,1485,Uddevalla,50-59,7317,6545,6224,0.894492,0.850622,,
14,Västra Götaland,1485,Uddevalla,60-69,6508,6129,5936,0.941764,0.912108,,
14,Västra Götaland,1485,Uddevalla,70-79,5710,5445,5299,0.953590,0.928021,,
14,Västra Götaland,1485,Uddevalla,80-89,3050,2904,2789,0.952131,0.914426,,
14,Västra Götaland,1485,Uddevalla,90 eller äldre,828,767,725,0.926329,0.875604,,
14,Västra Götaland,1486,Strömstad,16-17,235,164,35,0.697872,0.148936,,
14,Västra Götaland,1486,Strömstad,18-29,1629,1152,854,0.707182,0.524248,,
14,Västra Götaland,1486,Strömstad,30-39,1743,1264,1067,0.725186,0.612163,,
14,Västra Götaland,1486,Strömstad,40-49,1703,1400,1272,0.822079,0.746917,,
14,Västra Götaland,1486,Strömstad,50-59,1622,1422,1371,0.876695,0.845253,,
14,Västra Götaland,1486,Strömstad,60-69,1547,1436,1415,0.928248,0.914674,,
14,Västra Götaland,1486,Strömstad,70-79,1529,1481,1459,0.968607,0.954218,,
14,Västra Götaland,1486,Strömstad,80-89,700,674,654,0.962857,0.934286,,
14,Västra Götaland,1486,Strömstad,90 eller äldre,194,183,174,0.943299,0.896907,,
14,Västra Götaland,1487,Vänersborg,16-17,932,588,162,0.630901,0.173820,,
14,Västra Götaland,1487,Vänersborg,18-29,5222,3661,2765,0.701072,0.529491,,
14,Västra Götaland,1487,Vänersborg,30-39,4759,3576,2890,0.751418,0.607270,,
14,Västra Götaland,1487,Vänersborg,40-49,4452,3756,3409,0.843666,0.765723,,
14,Västra Götaland,1487,Vänersborg,50-59,5279,4765,4558,0.902633,0.863421,,
14,Västra Götaland,1487,Vänersborg,60-69,4631,4316,4201,0.931980,0.907147,,
14,Västra Götaland,1487,Vänersborg,70-79,4408,4229,4118,0.959392,0.934211,,
14,Västra Götaland,1487,Vänersborg,80-89,2302,2214,2144,0.961772,0.931364,,
14,Västra Götaland,1487,Vänersborg,90 eller äldre,514,475,454,0.924125,0.883268,,
14,Västra Götaland,1488,Trollhättan,16-17,1483,859,269,0.579231,0.181389,,
14,Västra Götaland,1488,Trollhättan,18-29,9494,6520,4867,0.686750,0.512640,,
14,Västra Götaland,1488,Trollhättan,30-39,7788,5697,4560,0.731510,0.585516,,
14,Västra Götaland,1488,Trollhättan,40-49,7092,5855,5250,0.825578,0.740271,,
14,Västra Götaland,1488,Trollhättan,50-59,7665,6819,6490,0.889628,0.846706,,
14,Västra Götaland,1488,Trollhättan,60-69,6114,5532,5252,0.904809,0.859012,,
14,Västra Götaland,1488,Trollhättan,70-79,5503,5147,4986,0.935308,0.906051,,
14,Västra Götaland,1488,Trollhättan,80-89,2728,2574,2477,0.943548,0.907991,,
14,Västra Götaland,1488,Trollhättan,90 eller äldre,715,651,613,0.910490,0.857343,,
14,Västra Götaland,1489,Alingsås,16-17,1002,764,40,0.762475,0.039920,,
14,Västra Götaland,1489,Alingsås,18-29,5321,3835,2707,0.720729,0.508739,,
14,Västra Götaland,1489,Alingsås,30-39,5205,3999,3095,0.768300,0.594621,,
14,Västra Götaland,1489,Alingsås,40-49,5176,4512,3990,0.871716,0.770866,,
14,Västra Götaland,1489,Alingsås,50-59,5065,4521,4230,0.892596,0.835143,,
14,Västra Götaland,1489,Alingsås,60-69,4636,4346,4160,0.937446,0.897325,,
14,Västra Götaland,1489,Alingsås,70-79,4720,4563,4443,0.966737,0.941314,,
14,Västra Götaland,1489,Alingsås,80-89,2174,2073,1998,0.953542,0.919043,,
14,Västra Götaland,1489,Alingsås,90 eller äldre,564,509,492,0.902482,0.872340,,
14,Västra Götaland,1490,Borås,16-17,2600,1813,43,0.697308,0.016538,,
14,Västra Götaland,1490,Borås,18-29,17742,12206,9234,0.687972,0.520460,,
14,Västra Götaland,1490,Borås,30-39,15613,11209,9107,0.717927,0.583296,,
14,Västra Götaland,1490,Borås,40-49,13832,11120,9966,0.803933,0.720503,,
14,Västra Götaland,1490,Borås,50-59,14314,12567,12001,0.877952,0.838410,,
14,Västra Götaland,1490,Borås,60-69,11563,10467,10147,0.905215,0.877540,,
14,Västra Götaland,1490,Borås,70-79,10579,9919,9659,0.937612,0.913035,,
14,Västra Götaland,1490,Borås,80-89,5423,5108,4950,0.941914,0.912779,,
14,Västra Götaland,1490,Borås,90 eller äldre,1425,1313,1250,0.921404,0.877193,,
14,Västra Götaland,1491,Ulricehamn,16-17,567,423,58,0.746032,0.102293,,
14,Västra Götaland,1491,Ulricehamn,18-29,3139,2296,1747,0.731443,0.556547,,
14,Västra Götaland,1491,Ulricehamn,30-39,2831,2166,1809,0.765101,0.638997,,
14,Västra Götaland,1491,Ulricehamn,40-49,2880,2358,2153,0.818750,0.747569,,
14,Västra Götaland,1491,Ulricehamn,50-59,3330,2959,2827,0.888589,0.848949,,
14,Västra Götaland,1491,Ulricehamn,60-69,3032,2745,2671,0.905343,0.880937,,
14,Västra Götaland,1491,Ulricehamn,70-79,2884,2707,2652,0.938627,0.919556,,
14,Västra Götaland,1491,Ulricehamn,80-89,1382,1308,1281,0.946454,0.926918,,
14,Västra Götaland,1491,Ulricehamn,90 eller äldre,408,374,362,0.916667,0.887255,,
14,Västra Götaland,1492,Åmål,16-17,306,204,126,0.666667,0.411765,,
14,Västra Götaland,1492,Åmål,18-29,1507,1030,837,0.683477,0.555408,,
14,Västra Götaland,1492,Åmål,30-39,1258,1000,865,0.794913,0.687599,,
14,Västra Götaland,1492,Åmål,40-49,1347,1126,990,0.835932,0.734967,,
14,Västra Götaland,1492,Åmål,50-59,1711,1532,1359,0.895383,0.794272,,
14,Västra Götaland,1492,Åmål,60-69,1655,1548,1502,0.935347,0.907553,,
14,Västra Götaland,1492,Åmål,70-79,1573,1487,1449,0.945327,0.921170,,
14,Västra Götaland,1492,Åmål,80-89,859,812,795,0.945285,0.925495,,
14,Västra Götaland,1492,Åmål,90 eller äldre,227,215,209,0.947137,0.920705,,
14,Västra Götaland,1493,Mariestad,16-17,536,407,73,0.759328,0.136194,,
14,Västra Götaland,1493,Mariestad,18-29,3082,2427,1638,0.787476,0.531473,,
14,Västra Götaland,1493,Mariestad,30-39,2888,2387,1784,0.826524,0.617729,,
14,Västra Götaland,1493,Mariestad,40-49,2522,2183,1957,0.865583,0.775971,,
14,Västra Götaland,1493,Mariestad,50-59,3291,3009,2880,0.914312,0.875114,,
14,Västra Götaland,1493,Mariestad,60-69,3035,2890,2801,0.952224,0.922900,,
14,Västra Götaland,1493,Mariestad,70-79,3191,3083,2998,0.966155,0.939517,,
14,Västra Götaland,1493,Mariestad,80-89,1690,1616,1566,0.956213,0.926627,,
14,Västra Götaland,1493,Mariestad,90 eller äldre,388,363,338,0.935567,0.871134,,
14,Västra Götaland,1494,Lidköping,16-17,887,712,101,0.802706,0.113867,,
14,Västra Götaland,1494,Lidköping,18-29,5399,4298,2938,0.796073,0.544175,,
14,Västra Götaland,1494,Lidköping,30-39,4835,4041,3149,0.835781,0.651293,,
14,Västra Götaland,1494,Lidköping,40-49,4700,4139,3646,0.880638,0.775745,,
14,Västra Götaland,1494,Lidköping,50-59,5347,4951,4657,0.925940,0.870956,,
14,Västra Götaland,1494,Lidköping,60-69,4838,4565,4436,0.943572,0.916908,,
14,Västra Götaland,1494,Lidköping,70-79,4676,4502,4414,0.962789,0.943969,,
14,Västra Götaland,1494,Lidköping,80-89,2268,2185,2129,0.963404,0.938713,,
14,Västra Götaland,1494,Lidköping,90 eller äldre,559,522,502,0.933810,0.898032,,
14,Västra Götaland,1495,Skara,16-17,470,326,11,0.693617,0.023404,,
14,Västra Götaland,1495,Skara,18-29,2577,1792,1180,0.695382,0.457897,,
14,Västra Götaland,1495,Skara,30-39,2274,1701,1272,0.748021,0.559367,,
14,Västra Götaland,1495,Skara,40-49,2067,1709,1467,0.826802,0.709724,,
14,Västra Götaland,1495,Skara,50-59,2643,2362,2235,0.893681,0.845630,,
14,Västra Götaland,1495,Skara,60-69,2164,2007,1954,0.927449,0.902957,,
14,Västra Götaland,1495,Skara,70-79,2123,2010,1970,0.946773,0.927932,,
14,Västra Götaland,1495,Skara,80-89,996,968,949,0.971888,0.952811,,
14,Västra Götaland,1495,Skara,90 eller äldre,243,228,220,0.938272,0.905350,,
14,Västra Götaland,1496,Skövde,16-17,1171,839,75,0.716482,0.064048,,
14,Västra Götaland,1496,Skövde,18-29,9436,7307,5326,0.774375,0.564434,,
14,Västra Götaland,1496,Skövde,30-39,8243,6404,5116,0.776902,0.620648,,
14,Västra Götaland,1496,Skövde,40-49,6355,5375,4802,0.845791,0.755625,,
14,Västra Götaland,1496,Skövde,50-59,7004,6317,5977,0.901913,0.853370,,
14,Västra Götaland,1496,Skövde,60-69,5943,5479,5301,0.921925,0.891974,,
14,Västra Götaland,1496,Skövde,70-79,5373,5152,5017,0.958868,0.933743,,
14,Västra Götaland,1496,Skövde,80-89,2747,2619,2518,0.953404,0.916636,,
14,Västra Götaland,1496,Skövde,90 eller äldre,695,652,615,0.938129,0.884892,,
14,Västra Götaland,1497,Hjo,16-17,189,138,6,0.730159,0.031746,,
14,Västra Götaland,1497,Hjo,18-29,1077,778,550,0.722377,0.510678,,
14,Västra Götaland,1497,Hjo,30-39,1042,821,661,0.787908,0.634357,,
14,Västra Götaland,1497,Hjo,40-49,1022,877,781,0.858121,0.764188,,
14,Västra Götaland,1497,Hjo,50-59,1192,1085,1042,0.910235,0.874161,,
14,Västra Götaland,1497,Hjo,60-69,1168,1107,1069,0.947774,0.915240,,
14,Västra Götaland,1497,Hjo,70-79,1292,1220,1178,0.944272,0.911765,,
14,Västra Götaland,1497,Hjo,80-89,578,544,508,0.941176,0.878893,,
14,Västra Götaland,1497,Hjo,90 eller äldre,139,135,126,0.971223,0.906475,,
14,Västra Götaland,1498,Tidaholm,16-17,266,183,10,0.687970,0.037594,,
14,Västra Götaland,1498,Tidaholm,18-29,1674,1275,856,0.761649,0.511350,,
14,Västra Götaland,1498,Tidaholm,30-39,1514,1167,897,0.770806,0.592470,,
14,Västra Götaland,1498,Tidaholm,40-49,1354,1170,1028,0.864106,0.759232,,
14,Västra Götaland,1498,Tidaholm,50-59,1781,1592,1524,0.893880,0.855699,,
14,Västra Götaland,1498,Tidaholm,60-69,1581,1468,1427,0.928526,0.902593,,
14,Västra Götaland,1498,Tidaholm,70-79,1460,1408,1388,0.964384,0.950685,,
14,Västra Götaland,1498,Tidaholm,80-89,795,760,736,0.955975,0.925786,,
14,Västra Götaland,1498,Tidaholm,90 eller äldre,200,185,181,0.925000,0.905000,,
14,Västra Götaland,1499,Falköping,16-17,789,565,75,0.716096,0.095057,,
